District,LBCode,LBName,WardCode,Type,WardName,Assembly
Thrissur,C08004,Thrissur,C08004018,C,CHELAKKOTTUKARA,Thrissur
Thrissur,C08004,Thrissur,C08004019,C,KALATHODE,Thrissur
Thrissur,C08004,Thrissur,C08004020,C,PARAVATTANY,Thrissur
Thrissur,C08004,Thrissur,C08004021,C,KIZHAKKUMPATTUKARA,Thrissur
Thrissur,C08004,Thrissur,C08004022,C,CHEMBUKAVU,Thrissur
Thrissur,C08004,Thrissur,C08004023,C,MISSION QUARTERS,Thrissur
Thrissur,C08004,Thrissur,C08004032,C,CHIYYARAM,Thrissur
Thrissur,C08004,Thrissur,C08004035,C,KANNAMKULANGARA,Thrissur
Thrissur,C08004,Thrissur,C08004036,C,THEKKINKADU,Thrissur
Thrissur,C08004,Thrissur,C08004037,C,THIRUVAMBADI,Thrissur
Thrissur,C08004,Thrissur,C08004038,C,KOTTAPPURAM,Thrissur
Thrissur,C08004,Thrissur,C08004039,C,POOTHOLE,Thrissur
Thrissur,C08004,Thrissur,C08004040,C,KOKKALAI,Thrissur
Thrissur,C08004,Thrissur,C08004041,C,VADOOKARA,Thrissur
Thrissur,C08004,Thrissur,C08004046,C,KARIATTUKARA,Thrissur
Thrissur,C08004,Thrissur,C08004047,C,LALOOR,Thrissur
Thrissur,C08004,Thrissur,C08004048,C,ARANATTUKARA,Thrissur
Thrissur,C08004,Thrissur,C08004049,C,KANATTUKARA,Thrissur
Thrissur,C08004,Thrissur,C08004050,C,AYYANTHOLE,Thrissur
Thrissur,C08004,Thrissur,C08004051,C,CIVIL STATION,Thrissur
Thrissur,C08004,Thrissur,C08004052,C,OLARI,Thrissur
Thrissur,C08004,Thrissur,C08004053,C,ELTHURUTH,Thrissur
Thrissur,C08004,Thrissur,C08004054,C,CHETTUPUZHA,Thrissur
Thrissur,C08004,Thrissur,C08004055,C,PULLAZHI,Thrissur
Thrissur,C08004,Thrissur,C08004056,C,PUTHOORKARA,Thrissur
