District,LBCode,LBName,WardCode,WardName,Candidate,Gender,Party,Votes
ERNAKULAM,C07003,Kochi,C07003014,THAZHUPPU,ABDUL KHAYUM T P,M,WPI,239
ERNAKULAM,C07003,Kochi,C07003014,THAZHUPPU,DILEESHKUMAR,M,BJP,552
ERNAKULAM,C07003,Kochi,C07003014,THAZHUPPU,K A SHAMSU,M,IND,32
ERNAKULAM,C07003,Kochi,C07003014,THAZHUPPU,T K SHAMSUDHEEN,M,IND,1642
ERNAKULAM,C07003,Kochi,C07003014,THAZHUPPU,SANOJ,M,PDP,83
ERNAKULAM,C07003,Kochi,C07003014,THAZHUPPU,SUDHEER YOUSUF,M,SDPI,402
ERNAKULAM,C07003,Kochi,C07003014,THAZHUPPU,SUBAIR,M,IND,45
ERNAKULAM,C07003,Kochi,C07003014,THAZHUPPU,P A SUBAIR,M,CPI(M),1610
ERNAKULAM,C07003,Kochi,C07003014,THAZHUPPU,C B RAHIM,M,IUML,649
ERNAKULAM,C07003,Kochi,C07003014,THAZHUPPU,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003015,EADAKOCHI NORTH,DAVID LISON,M,INC,1789
ERNAKULAM,C07003,Kochi,C07003015,EADAKOCHI NORTH,K J BAISIL M Con(S),,,2949
ERNAKULAM,C07003,Kochi,C07003015,EADAKOCHI NORTH,SANKERLAL,M,BJP,249
ERNAKULAM,C07003,Kochi,C07003015,EADAKOCHI NORTH,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003016,EDAKOCHI SOUTH,JOSNA PETER,F,IND,478
ERNAKULAM,C07003,Kochi,C07003016,EDAKOCHI SOUTH,PRATHIBHA ANSARI,F,IND,1666
ERNAKULAM,C07003,Kochi,C07003016,EDAKOCHI SOUTH,MANJULA NADARAJAN,F,IND,218
ERNAKULAM,C07003,Kochi,C07003016,EDAKOCHI SOUTH,LILLY THOMAS,F,INC,1112
ERNAKULAM,C07003,Kochi,C07003016,EDAKOCHI SOUTH,SOMAJA KARTHIKEYAN,F,BJP,794
ERNAKULAM,C07003,Kochi,C07003016,EDAKOCHI SOUTH,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003017,PERUMBADAPPU,JALAJAMANI,F,INC,2117
ERNAKULAM,C07003,Kochi,C07003017,PERUMBADAPPU,PRIYA LALAN,F,CPI,1692
ERNAKULAM,C07003,Kochi,C07003017,PERUMBADAPPU,SREEDEVI SHIBU,F,BJP,694
ERNAKULAM,C07003,Kochi,C07003017,PERUMBADAPPU,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003018,KONAM,V D JACOB,M,AAP,52
ERNAKULAM,C07003,Kochi,C07003018,KONAM,K R PREMAKUMAR,M,INC,2536
ERNAKULAM,C07003,Kochi,C07003018,KONAM,P S VIJU,M,CPI(M),2187
ERNAKULAM,C07003,Kochi,C07003018,KONAM,SEBASTIAN,M,IND,14
ERNAKULAM,C07003,Kochi,C07003018,KONAM,K K ROSHINKUMAR,M,BJP,620
ERNAKULAM,C07003,Kochi,C07003018,KONAM,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003019,PALLURUTHY-KACHERIPADY,ABDUL LATHEEF,M,PDP,72
ERNAKULAM,C07003,Kochi,C07003019,PALLURUTHY-KACHERIPADY,P M ALI,M,WPI,168
ERNAKULAM,C07003,Kochi,C07003019,PALLURUTHY-KACHERIPADY,THAMPI,M,IND,33
ERNAKULAM,C07003,Kochi,C07003019,PALLURUTHY-KACHERIPADY,THAMPI SUBRAMANIAN,M,INC,2535
ERNAKULAM,C07003,Kochi,C07003019,PALLURUTHY-KACHERIPADY,PETER JOHNSON,M,AAP,30
ERNAKULAM,C07003,Kochi,C07003019,PALLURUTHY-KACHERIPADY,A T MATHEW,M,MCPI(U),12
ERNAKULAM,C07003,Kochi,C07003019,PALLURUTHY-KACHERIPADY,MUHAMMED SHAHIM,M,SDPI,84
ERNAKULAM,C07003,Kochi,C07003019,PALLURUTHY-KACHERIPADY,V A SREEJITH,M,CPI(M),2236
ERNAKULAM,C07003,Kochi,C07003019,PALLURUTHY-KACHERIPADY,P B SUJITH,M,BJP,338
ERNAKULAM,C07003,Kochi,C07003019,PALLURUTHY-KACHERIPADY,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003020,NAMBYAPURAM,GEETHA PRABHAKARAN,F,IND,2412
ERNAKULAM,C07003,Kochi,C07003020,NAMBYAPURAM,NEETHU T P,F,RSP(M),14
ERNAKULAM,C07003,Kochi,C07003020,NAMBYAPURAM,SREEJA SHAJI,F,BJP,183
ERNAKULAM,C07003,Kochi,C07003020,NAMBYAPURAM,SHEELA JAROM,F,INC,586
ERNAKULAM,C07003,Kochi,C07003020,NAMBYAPURAM,SULABHA TEACHER,F,IND,1024
ERNAKULAM,C07003,Kochi,C07003020,NAMBYAPURAM,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003021,PULLARDESAM,BINDHYA SUJITH,F,BJP,1040
ERNAKULAM,C07003,Kochi,C07003021,PULLARDESAM,SHEEBA DUROM,F,INC,1452
ERNAKULAM,C07003,Kochi,C07003021,PULLARDESAM,SUNILA SELVAN,F,CPI(M),2767
ERNAKULAM,C07003,Kochi,C07003021,PULLARDESAM,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003022,MUNDAMVELLY,ANILKUMAR S,M,NCP,968
ERNAKULAM,C07003,Kochi,C07003022,MUNDAMVELLY,JAISON V A,M,IND,235
ERNAKULAM,C07003,Kochi,C07003022,MUNDAMVELLY,JEROM,M,IND,16
ERNAKULAM,C07003,Kochi,C07003022,MUNDAMVELLY,K J PRAKASAN,M,INC,3147
ERNAKULAM,C07003,Kochi,C07003022,MUNDAMVELLY,RAMESAN P L,M,BJP,198
ERNAKULAM,C07003,Kochi,C07003022,MUNDAMVELLY,P R SAVIO,M,SS,4
ERNAKULAM,C07003,Kochi,C07003022,MUNDAMVELLY,K A SURENDRAN (COCHIN SITHAR,M,IND,94
ERNAKULAM,C07003,Kochi,C07003022,MUNDAMVELLY,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003023,MANASSERY,AMBILI MURALIDHARAN,F,BJP,43
ERNAKULAM,C07003,Kochi,C07003023,MANASSERY,JACQUELIN ROOBEN,F,AAP,626
ERNAKULAM,C07003,Kochi,C07003023,MANASSERY,JOSE MARY,F,INC,1165
ERNAKULAM,C07003,Kochi,C07003023,MANASSERY,NISHA JOSEPH,F,IND,890
ERNAKULAM,C07003,Kochi,C07003023,MANASSERY,MARIYA ANTONY,F,IND,1016
ERNAKULAM,C07003,Kochi,C07003023,MANASSERY,ROSILY LAWRENCE,F,IND,288
ERNAKULAM,C07003,Kochi,C07003023,MANASSERY,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003024,MOOLAMKUZHY,P X JAMES,M,INC,1011
ERNAKULAM,C07003,Kochi,C07003024,MOOLAMKUZHY,JOSE DENNIS P WILLIAM,M,IND,14
ERNAKULAM,C07003,Kochi,C07003024,MOOLAMKUZHY,K J JOSEPH (JOY),M,AAP,120
ERNAKULAM,C07003,Kochi,C07003024,MOOLAMKUZHY,P S PRAKASH,M,CPI(M),2254
ERNAKULAM,C07003,Kochi,C07003024,MOOLAMKUZHY,FRANCIS JOSEPH (FIJO),M,IND,50
ERNAKULAM,C07003,Kochi,C07003024,MOOLAMKUZHY,R G RAMARAJAN,M,BJP,46
ERNAKULAM,C07003,Kochi,C07003024,MOOLAMKUZHY,HYSINTH V J,M,IND,175
ERNAKULAM,C07003,Kochi,C07003024,MOOLAMKUZHY,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003025,CHULLICKAL,M D ANTONY,M,IND,310
ERNAKULAM,C07003,Kochi,C07003025,CHULLICKAL,ANTONY FRANCIS,M,IND,1131
ERNAKULAM,C07003,Kochi,C07003025,CHULLICKAL,ANTONY LAISON,M,BJP,261
ERNAKULAM,C07003,Kochi,C07003025,CHULLICKAL,JACOB PONNAN,M,KCM,554
ERNAKULAM,C07003,Kochi,C07003025,CHULLICKAL,THOMAS ANDREWS,M,IND,101
ERNAKULAM,C07003,Kochi,C07003025,CHULLICKAL,T K BABU (XAVIER),M,IND,60
ERNAKULAM,C07003,Kochi,C07003025,CHULLICKAL,SEBASTIAN ANTONY,M,IND,533
ERNAKULAM,C07003,Kochi,C07003025,CHULLICKAL,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003026,NASRATHU,ANAND.S.,M,BJP,108
ERNAKULAM,C07003,Kochi,C07003026,NASRATHU,ANTONY.K.J.,M,CPI(M),1304
ERNAKULAM,C07003,Kochi,C07003026,NASRATHU,P.X.JAMES,M,IND,190
ERNAKULAM,C07003,Kochi,C07003026,NASRATHU,LAWRENCE ANTONY,M,IND,108
ERNAKULAM,C07003,Kochi,C07003026,NASRATHU,CIJU JAMES ODATHAKKAL,M,AAP,81
ERNAKULAM,C07003,Kochi,C07003026,NASRATHU,K R SIMON,M,IND,401
ERNAKULAM,C07003,Kochi,C07003026,NASRATHU,K J SOHAN,M,JD(U),385
ERNAKULAM,C07003,Kochi,C07003026,NASRATHU,HELTON JOSEPH,M,IND,342
ERNAKULAM,C07003,Kochi,C07003026,NASRATHU,RYNOLD,M,IND,692
ERNAKULAM,C07003,Kochi,C07003026,NASRATHU,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003027,FORTKOCHI VELI,TREESA VARGHESE,F,IND,222
ERNAKULAM,C07003,Kochi,C07003027,FORTKOCHI VELI,PHILOMINA JOSEPH ODATHAKKAL,F,IND,103
ERNAKULAM,C07003,Kochi,C07003027,FORTKOCHI VELI,FLORY ANTONY,F,IND,46
ERNAKULAM,C07003,Kochi,C07003027,FORTKOCHI VELI,SHEEBA LAL,F,JD(S),2103
ERNAKULAM,C07003,Kochi,C07003027,FORTKOCHI VELI,SARITHA BOBY,F,IND,105
ERNAKULAM,C07003,Kochi,C07003027,FORTKOCHI VELI,RITTI SEBASTIAN,F,INC,1156
ERNAKULAM,C07003,Kochi,C07003027,FORTKOCHI VELI,REETHA REGUNATHAN,F,IND,73
ERNAKULAM,C07003,Kochi,C07003027,FORTKOCHI VELI,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003028,AMARAVATHY,BIJU S R,M,BJP,2153
ERNAKULAM,C07003,Kochi,C07003028,AMARAVATHY,BENADICT FERNANDUS (BENNY),M,CPI(M),2517
ERNAKULAM,C07003,Kochi,C07003028,AMARAVATHY,P G VIJAYAPRAKAS,M,INC,710
ERNAKULAM,C07003,Kochi,C07003028,AMARAVATHY,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003029,ISLAND NORTH,PADMAKUMARI.D,F,IND,71
ERNAKULAM,C07003,Kochi,C07003029,ISLAND NORTH,MAYA,F,BJP,96
ERNAKULAM,C07003,Kochi,C07003029,ISLAND NORTH,MALINI BIJU,F,INC,350
ERNAKULAM,C07003,Kochi,C07003029,ISLAND NORTH,VALSA GOPI,F,CPI(M),269
ERNAKULAM,C07003,Kochi,C07003029,ISLAND NORTH,SHEEBA BIJU,F,IND,17
ERNAKULAM,C07003,Kochi,C07003029,ISLAND NORTH,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003030,ISLAND SOUTH,THULASI,F,BJP,113
ERNAKULAM,C07003,Kochi,C07003030,ISLAND SOUTH,RAJAM P S,F,CPI(M),583
ERNAKULAM,C07003,Kochi,C07003030,ISLAND SOUTH,SHAKRUTHA,F,INC,678
ERNAKULAM,C07003,Kochi,C07003030,ISLAND SOUTH,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003031,VADUTHALA WEST,AMITHA SUMODH,F,BJP,457
ERNAKULAM,C07003,Kochi,C07003031,VADUTHALA WEST,DELEENA PINHERO,F,INC,1915
ERNAKULAM,C07003,Kochi,C07003031,VADUTHALA WEST,MARY BOSCO (NISHA),F,JD(S),1730
ERNAKULAM,C07003,Kochi,C07003031,VADUTHALA WEST,LATHIKA TEACHER,F,AAP,139
ERNAKULAM,C07003,Kochi,C07003031,VADUTHALA WEST,SOUMYA MARTTIN,F,IND,126
ERNAKULAM,C07003,Kochi,C07003031,VADUTHALA WEST,Invalid Votes,,,1
ERNAKULAM,C07003,Kochi,C07003032,VADUTHALA EAST,ANUDAS K L,M,BJP,461
ERNAKULAM,C07003,Kochi,C07003032,VADUTHALA EAST,JOHNSON LOPPEZ,M,KCM,1540
ERNAKULAM,C07003,Kochi,C07003032,VADUTHALA EAST,PETER HILLARIYON (HILLARI MAVEL M CMPCC(CP,,,32
ERNAKULAM,C07003,Kochi,C07003032,VADUTHALA EAST,MANOJ KUMAR,M,IND,295
ERNAKULAM,C07003,Kochi,C07003032,VADUTHALA EAST,RAJEEV,M,IND,72
ERNAKULAM,C07003,Kochi,C07003032,VADUTHALA EAST,V R LEENA,F,AISMK,27
ERNAKULAM,C07003,Kochi,C07003032,VADUTHALA EAST,O P SUNIL,M,CPI(M),1561
ERNAKULAM,C07003,Kochi,C07003032,VADUTHALA EAST,Invalid Votes,,,1
ERNAKULAM,C07003,Kochi,C07003033,ELAMAKKARA NORTH,BEENA ANIL,F,BJP,977
ERNAKULAM,C07003,Kochi,C07003033,ELAMAKKARA NORTH,BEENA MAHESH,F,CPI(M),1768
ERNAKULAM,C07003,Kochi,C07003033,ELAMAKKARA NORTH,SEENA TEACHER,F,INC,1526
ERNAKULAM,C07003,Kochi,C07003033,ELAMAKKARA NORTH,Invalid Votes,,,1
ERNAKULAM,C07003,Kochi,C07003034,PUTHUKKALAVATTAM,KAMALKUMAR T K,M,IND,175
ERNAKULAM,C07003,Kochi,C07003034,PUTHUKKALAVATTAM,DHANYA HARIKRISHNAN,F,BJP,1018
ERNAKULAM,C07003,Kochi,C07003034,PUTHUKKALAVATTAM,RAVIKKUTTAN K K,M,CPI(M),1926
ERNAKULAM,C07003,Kochi,C07003034,PUTHUKKALAVATTAM,O S SABU,M,INC,1379
ERNAKULAM,C07003,Kochi,C07003034,PUTHUKKALAVATTAM,Invalid Votes,,,2
ERNAKULAM,C07003,Kochi,C07003035,PONEKKARA,ELIZABATH (SHEELA) SEBASTIAN,F,IND,1357
ERNAKULAM,C07003,Kochi,C07003035,PONEKKARA,TREESA,F,IND,532
ERNAKULAM,C07003,Kochi,C07003035,PONEKKARA,MEREENA BOSS,F,INC,1122
ERNAKULAM,C07003,Kochi,C07003035,PONEKKARA,SHALI VINAYAN,F,BJP,769
ERNAKULAM,C07003,Kochi,C07003035,PONEKKARA,SUMA K R,F,IND,311
ERNAKULAM,C07003,Kochi,C07003035,PONEKKARA,Invalid Votes,,,2
ERNAKULAM,C07003,Kochi,C07003036,KUNNUMPURAM,AHSANA ALI,F,WPI,43
ERNAKULAM,C07003,Kochi,C07003036,KUNNUMPURAM,JAGATHAMBIKA (AMBIKA SUDARSA,F,CPI(M),2265
ERNAKULAM,C07003,Kochi,C07003036,KUNNUMPURAM,DEEPTHI MARY VARGHESE,F,INC,1721
ERNAKULAM,C07003,Kochi,C07003036,KUNNUMPURAM,SHEELA M K,F,BSP,41
ERNAKULAM,C07003,Kochi,C07003036,KUNNUMPURAM,SUSHAMA T N,F,BJP,518
ERNAKULAM,C07003,Kochi,C07003036,KUNNUMPURAM,Invalid Votes,,,2
ERNAKULAM,C07003,Kochi,C07003037,EDAPPALLY,NOUSHAD,M,WPI,52
ERNAKULAM,C07003,Kochi,C07003037,EDAPPALLY,BIJIN P R,M,IND,77
ERNAKULAM,C07003,Kochi,C07003037,EDAPPALLY,M P MAHESH KUMAR,M,CPI(M),1547
ERNAKULAM,C07003,Kochi,C07003037,EDAPPALLY,P G RADHAKRISHNAN,M,INC,1897
ERNAKULAM,C07003,Kochi,C07003037,EDAPPALLY,RADHAKRISHNAN C K,M,IND,25
ERNAKULAM,C07003,Kochi,C07003037,EDAPPALLY,SHANAN,M,IND,174
ERNAKULAM,C07003,Kochi,C07003037,EDAPPALLY,K S SURESHKUMAR,M,BJP,655
ERNAKULAM,C07003,Kochi,C07003037,EDAPPALLY,HARIS UMMAR,M,SDPI,4
ERNAKULAM,C07003,Kochi,C07003037,EDAPPALLY,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003038,DHEVANKULANGARA,A G UDAYAKUMAR,M,CPI(M),1253
ERNAKULAM,C07003,Kochi,C07003038,DHEVANKULANGARA,K RAJEEVAN,M,BJP,728
ERNAKULAM,C07003,Kochi,C07003038,DHEVANKULANGARA,VIJAYAKUMAR (VIJU),M,INC,1866
ERNAKULAM,C07003,Kochi,C07003038,DHEVANKULANGARA,VIJAYAKUMAR,M,IND,30
ERNAKULAM,C07003,Kochi,C07003038,DHEVANKULANGARA,VIJU,M,IND,19
ERNAKULAM,C07003,Kochi,C07003038,DHEVANKULANGARA,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003039,KARUKAPPILLI,T J VINOD,M,INC,1406
ERNAKULAM,C07003,Kochi,C07003039,KARUKAPPILLI,K D VINCENT,M,CPI(M),1125
ERNAKULAM,C07003,Kochi,C07003039,KARUKAPPILLI,SAJINI RAVIKUMAR,F,BJP,246
ERNAKULAM,C07003,Kochi,C07003039,KARUKAPPILLI,Invalid Votes,,,4
ERNAKULAM,C07003,Kochi,C07003040,MAMANGALAM,KUMAR .C,M,IND,7
ERNAKULAM,C07003,Kochi,C07003040,MAMANGALAM,JEBIN JOSE,M,AAP,130
ERNAKULAM,C07003,Kochi,C07003040,MAMANGALAM,JOSEPH ALEX,M,INC,1245
ERNAKULAM,C07003,Kochi,C07003040,MAMANGALAM,N. V. MAHESH,M,CPI(M),1036
ERNAKULAM,C07003,Kochi,C07003040,MAMANGALAM,VINU,M,BJP,563
ERNAKULAM,C07003,Kochi,C07003040,MAMANGALAM,SUMA. K. S,F,IND,23
ERNAKULAM,C07003,Kochi,C07003040,MAMANGALAM,Invalid Votes,,,1
ERNAKULAM,C07003,Kochi,C07003041,PADIVATTAM,ANILA SURENDRAN KUNJATT,F,IND,566
ERNAKULAM,C07003,Kochi,C07003041,PADIVATTAM,MARY JOHN,F,INC,813
ERNAKULAM,C07003,Kochi,C07003041,PADIVATTAM,C.D. VALSALAKUMARI,F,CPI(M),939
ERNAKULAM,C07003,Kochi,C07003041,PADIVATTAM,Invalid Votes,,,4
ERNAKULAM,C07003,Kochi,C07003042,VENNALA,CHARLY POOPPANA,M,IND,43
ERNAKULAM,C07003,Kochi,C07003042,VENNALA,NOUFAL,M,AAP,26
ERNAKULAM,C07003,Kochi,C07003042,VENNALA,M.B.MULALEEDHARAN,M,INC,1922
ERNAKULAM,C07003,Kochi,C07003042,VENNALA,MURALEEDHARAN M. B MUKKUMUR,M,IND,27
ERNAKULAM,C07003,Kochi,C07003042,VENNALA,R. RATHEESH,M,CPI(M),1827
ERNAKULAM,C07003,Kochi,C07003042,VENNALA,RATHEESH KUMAR A,M,IND,29
ERNAKULAM,C07003,Kochi,C07003042,VENNALA,K SREENIVASAN,M,BJP,323
ERNAKULAM,C07003,Kochi,C07003042,VENNALA,SHEEBA,F,IND,30
ERNAKULAM,C07003,Kochi,C07003042,VENNALA,Invalid Votes,,,1
ERNAKULAM,C07003,Kochi,C07003043,PALARIVATTAM,GIRIJA RAVI,F,BJP,584
ERNAKULAM,C07003,Kochi,C07003043,PALARIVATTAM,ADV.MINIMOL V.K,F,INC,2199
ERNAKULAM,C07003,Kochi,C07003043,PALARIVATTAM,MOLY,F,IND,731
ERNAKULAM,C07003,Kochi,C07003043,PALARIVATTAM,SHEENA SHAJAN,F,IND,1296
ERNAKULAM,C07003,Kochi,C07003043,PALARIVATTAM,SUSAN,F,IND,46
ERNAKULAM,C07003,Kochi,C07003043,PALARIVATTAM,Invalid Votes,,,1
ERNAKULAM,C07003,Kochi,C07003044,KARANAKKODAM,JESSY JACOB,F,INC,2016
ERNAKULAM,C07003,Kochi,C07003044,KARANAKKODAM,TREASA BLESSY,F,IND,1207
ERNAKULAM,C07003,Kochi,C07003044,KARANAKKODAM,SREEDEVI SANTHOSHKUMAR,F,BJP,1115
ERNAKULAM,C07003,Kochi,C07003044,KARANAKKODAM,SHAINY JOSE,F,AAP,172
ERNAKULAM,C07003,Kochi,C07003044,KARANAKKODAM,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003045,THAMMANAM,AJI FRANCIS,F,CPI(M),2479
ERNAKULAM,C07003,Kochi,C07003045,THAMMANAM,MANIYAMMA RAJAN,F,BJP,362
ERNAKULAM,C07003,Kochi,C07003045,THAMMANAM,SUMAYYA SHAHUL,F,IUML,829
ERNAKULAM,C07003,Kochi,C07003045,THAMMANAM,RASIYA TEACHER,F,SDPI,132
ERNAKULAM,C07003,Kochi,C07003045,THAMMANAM,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003046,CHAKKARAPARAMBU,P.M.NASEEMA,F,INC,2242
ERNAKULAM,C07003,Kochi,C07003046,CHAKKARAPARAMBU,MAHILA VASUDEVAN,F,IND,228
ERNAKULAM,C07003,Kochi,C07003046,CHAKKARAPARAMBU,SUNITHA SALAM,F,CPI(M),2015
ERNAKULAM,C07003,Kochi,C07003046,CHAKKARAPARAMBU,SUNITHA SUNEER,F,IND,36
ERNAKULAM,C07003,Kochi,C07003046,CHAKKARAPARAMBU,SAUDA FAISAL,F,WPI,363
ERNAKULAM,C07003,Kochi,C07003046,CHAKKARAPARAMBU,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003047,CHALIKKAVATTAM,JEENA SAJAN,F,INC,1511
ERNAKULAM,C07003,Kochi,C07003047,CHALIKKAVATTAM,JAI MOL SUDHAKARAN,F,IND(BJP),198
ERNAKULAM,C07003,Kochi,C07003047,CHALIKKAVATTAM,SHEJINI,F,SDPI,87
ERNAKULAM,C07003,Kochi,C07003047,CHALIKKAVATTAM,SIMI TEACHER,F,CPI(M),1776
ERNAKULAM,C07003,Kochi,C07003047,CHALIKKAVATTAM,Invalid Votes,,,0
ERNAKULAM,C07003,Kochi,C07003048,PONNURUNNI EAST,ASWINI ANIL,F,BJP,357
ERNAKULAM,C07003,Kochi,C07003048,PONNURUNNI EAST,NISHA DINESH,F,CPI(M),1457
ERNAKULAM,C07003,Kochi,C07003048,PONNURUNNI EAST,RAGI SHAJI,F,RSP,999
ERNAKULAM,C07003,Kochi,C07003048,PONNURUNNI EAST,Invalid Votes,,,2
ERNAKULAM,C07003,Kochi,C07003049,VYTTILA,KAMALAHASAN,M,BJP,107
ERNAKULAM,C07003,Kochi,C07003049,VYTTILA,JAIMON THOTTUPURAM,M,INC,328
ERNAKULAM,C07003,Kochi,C07003049,VYTTILA,JERRY,M,IND,3
ERNAKULAM,C07003,Kochi,C07003049,VYTTILA,M.A.VENU,M,IND,76
ERNAKULAM,C07003,Kochi,C07003049,VYTTILA,P.S.SHINE,M,CPI(M),1255
ERNAKULAM,C07003,Kochi,C07003049,VYTTILA,SUNITHA DIXON,F,IND,816
ERNAKULAM,C07003,Kochi,C07003049,VYTTILA,Invalid Votes,,,2
ERNAKULAM,C07003,Kochi,C07003050,CHAMBAKKARA,P.CHANDRAN,M,IND,342
ERNAKULAM,C07003,Kochi,C07003050,CHAMBAKKARA,V.P.CHANDRAN,M,CPI(M),1151
ERNAKULAM,C07003,Kochi,C07003050,CHAMBAKKARA,K.R.NANDAKUMAR,M,INC,354
ERNAKULAM,C07003,Kochi,C07003050,CHAMBAKKARA,RATHEESH,M,IND,7
ERNAKULAM,C07003,Kochi,C07003050,CHAMBAKKARA,SAKHIL,M,BJP,671
ERNAKULAM,C07003,Kochi,C07003050,CHAMBAKKARA,Invalid Votes,,,1
ERNAKULAM,C07003,Kochi,C07003051,POONITHURA,UNNIKRISHNAN,M,BJP,485
ERNAKULAM,C07003,Kochi,C07003051,POONITHURA,MARTIN,M,IND,78
ERNAKULAM,C07003,Kochi,C07003051,POONITHURA,MARTIN PAYYAPPILLY,M,IND(LDF),1480
ERNAKULAM,C07003,Kochi,C07003051,POONITHURA,SABU A B,M,INC,2088
ERNAKULAM,C07003,Kochi,C07003051,POONITHURA,Invalid Votes,,,4
ERNAKULAM,C07003,Kochi,C07003052,VYTTILA JANATHA,ALEX THANNIPPILLY,M,AAP,299
ERNAKULAM,C07003,Kochi,C07003052,VYTTILA JANATHA,PEETER (K.F.JOSHY),M,IND,336
ERNAKULAM,C07003,Kochi,C07003052,VYTTILA JANATHA,M PREMACHANDRAN,M,INC,1402
ERNAKULAM,C07003,Kochi,C07003052,VYTTILA JANATHA,BINNY J,F,IND,38
ERNAKULAM,C07003,Kochi,C07003052,VYTTILA JANATHA,BAIJU THOTTALI,M,CPI,1382
ERNAKULAM,C07003,Kochi,C07003052,VYTTILA JANATHA,MUKESH M,M,BJP,285
ERNAKULAM,C07003,Kochi,C07003052,VYTTILA JANATHA,RATHNAMMA RAJU,F,IND,29
ERNAKULAM,C07003,Kochi,C07003052,VYTTILA JANATHA,Invalid Votes,,,2
ERNAKULAM,C07003,Kochi,C07003053,PONNURUNNI,RAJEEV K CHANDRASEKHARAN,M,CPI(M),2107
ERNAKULAM,C07003,Kochi,C07003053,PONNURUNNI,SAJI S,M,BJP,644
ERNAKULAM,C07003,Kochi,C07003053,PONNURUNNI,M X SEBASTIAN,M,INC,2097
ERNAKULAM,C07003,Kochi,C07003053,PONNURUNNI,SEBASTIAN K R,M,IND,28
ERNAKULAM,C07003,Kochi,C07003053,PONNURUNNI,SENTHIL THAMPI,M,IND,51
ERNAKULAM,C07003,Kochi,C07003053,PONNURUNNI,Invalid Votes,,,4
ERNAKULAM,C07003,Kochi,C07003054,ELAMKULAM,USHA TEACHER,F,BJP,600
ERNAKULAM,C07003,Kochi,C07003054,ELAMKULAM,NIRMALA N,F,CPI(M),1589
ERNAKULAM,C07003,Kochi,C07003054,ELAMKULAM,SOUMINI JAIN,F,INC,1683
ERNAKULAM,C07003,Kochi,C07003054,ELAMKULAM,Invalid Votes,,,2
ERNAKULAM,C07003,Kochi,C07003055,GIRINAGAR,ABRAHAM (N A ROY),M,IND,193
ERNAKULAM,C07003,Kochi,C07003055,GIRINAGAR,ISSAC ABRAHAM,M,IND,5
ERNAKULAM,C07003,Kochi,C07003055,GIRINAGAR,PADMAJA S MENON,F,BJP,554
ERNAKULAM,C07003,Kochi,C07003055,GIRINAGAR,C S MARTIN,M,IND,30
ERNAKULAM,C07003,Kochi,C07003055,GIRINAGAR,P D MARTIN,M,INC,970
ERNAKULAM,C07003,Kochi,C07003055,GIRINAGAR,MONAMMA KOKKAD,F,IND,693
ERNAKULAM,C07003,Kochi,C07003055,GIRINAGAR,P B LATHEESH,M,IND,4
ERNAKULAM,C07003,Kochi,C07003055,GIRINAGAR,Invalid Votes,,,2
ERNAKULAM,C07003,Kochi,C07003056,PANAMPILLI NAGAR,ANTONY PAINUTHARA,M,INC,1741
ERNAKULAM,C07003,Kochi,C07003056,PANAMPILLI NAGAR,ANSALY K V,M,IND,444
ERNAKULAM,C07003,Kochi,C07003056,PANAMPILLI NAGAR,P J THOMAS,M,BJP,432
ERNAKULAM,C07003,Kochi,C07003056,PANAMPILLI NAGAR,C SATHEESAN,M,IND,100
ERNAKULAM,C07003,Kochi,C07003056,PANAMPILLI NAGAR,Invalid Votes,,,3
ERNAKULAM,C07003,Kochi,C07003057,KADAVANTHRA,JIBI JOSEPH,M,CPI(M),1703
ERNAKULAM,C07003,Kochi,C07003057,KADAVANTHRA,JOSEPH P J(JOHNSON MASH),M,KCM,1948
ERNAKULAM,C07003,Kochi,C07003057,KADAVANTHRA,PRAJOSH P S,M,IND,34
ERNAKULAM,C07003,Kochi,C07003057,KADAVANTHRA,MADHU EDANATT,M,IND,700
