District,LBCode,LBName,WardCode,WardName,Candidate,Gender,Party,Votes
ALAPPUZHA,B04031,Thykkattussery,B04031001,Arookkutty,P.K.KOCHAPPAN,M,CPI(M),3492
ALAPPUZHA,B04031,Thykkattussery,B04031001,Arookkutty,JOSHY PANAMPALLY,M,INC,2313
ALAPPUZHA,B04031,Thykkattussery,B04031001,Arookkutty,C.K.BHASAKARAN,M,IND,133
ALAPPUZHA,B04031,Thykkattussery,B04031001,Arookkutty,SIVAN VALAYANAD,M,IND,75
ALAPPUZHA,B04031,Thykkattussery,B04031001,Arookkutty,SAJEESH AROOKUTTY,M,IND,208
ALAPPUZHA,B04031,Thykkattussery,B04031001,Arookkutty,SALEESH MADANA,M,IND,358
ALAPPUZHA,B04031,Thykkattussery,B04031001,Arookkutty,Invalid Votes,,,0
ALAPPUZHA,B04031,Thykkattussery,B04031002,Perumbalam,AJAYAKUMAR,M,BJP,1053
ALAPPUZHA,B04031,Thykkattussery,B04031002,Perumbalam,KUTTIKKAN BABU,M,IND,828
ALAPPUZHA,B04031,Thykkattussery,B04031002,Perumbalam,P.G.MURALEEDHARAN,M,CPI(M),2329
ALAPPUZHA,B04031,Thykkattussery,B04031002,Perumbalam,K.P.SASIKUMAR(MAANKOOTTATHIL,M,INC,2305
ALAPPUZHA,B04031,Thykkattussery,B04031002,Perumbalam,SASEENDRANATHA PANICKER,M,IND,184
ALAPPUZHA,B04031,Thykkattussery,B04031002,Perumbalam,Invalid Votes,,,0
ALAPPUZHA,B04031,Thykkattussery,B04031003,Vazhatharaveli,NIRMALA SELVARAJ,F,CPI(M),2731
ALAPPUZHA,B04031,Thykkattussery,B04031003,Vazhatharaveli,SHEENA RAJENDRAN,F,INC,1941
ALAPPUZHA,B04031,Thykkattussery,B04031003,Vazhatharaveli,SMITHA,F,BJP,1220
ALAPPUZHA,B04031,Thykkattussery,B04031003,Vazhatharaveli,Invalid Votes,,,1
ALAPPUZHA,B04031,Thykkattussery,B04031004,Poochakkal,MEGHA VENU,F,CPI,2578
ALAPPUZHA,B04031,Thykkattussery,B04031004,Poochakkal,LAILA B,F,INC,1921
ALAPPUZHA,B04031,Thykkattussery,B04031004,Poochakkal,SMITHA SHINE,F,IND,1005
ALAPPUZHA,B04031,Thykkattussery,B04031004,Poochakkal,Invalid Votes,,,1
ALAPPUZHA,B04031,Thykkattussery,B04031005,Thevarvattom,RATHI NARAYANAN,F,INC,2119
ALAPPUZHA,B04031,Thykkattussery,B04031005,Thevarvattom,VIJAYAMMA KARTHIKEYAN,F,CPI,1392
ALAPPUZHA,B04031,Thykkattussery,B04031005,Thevarvattom,SUJATHA OMANAKUTTAN,F,BJP,1022
ALAPPUZHA,B04031,Thykkattussery,B04031005,Thevarvattom,Invalid Votes,,,0
ALAPPUZHA,B04031,Thykkattussery,B04031006,Makkekadavu,USHA RANI(USHA MUKUNDAN),F,IND,411
ALAPPUZHA,B04031,Thykkattussery,B04031006,Makkekadavu,RAMA VISWANATHAN,F,INC,1906
ALAPPUZHA,B04031,Thykkattussery,B04031006,Makkekadavu,SARMMILA RAJESH,F,BJP,630
ALAPPUZHA,B04031,Thykkattussery,B04031006,Makkekadavu,SINDHU MAHESAN,F,CPI,2095
ALAPPUZHA,B04031,Thykkattussery,B04031006,Makkekadavu,Invalid Votes,,,3
ALAPPUZHA,B04031,Thykkattussery,B04031007,Pallippuram,K.R.CHAKRAPANI,M,INC,1475
ALAPPUZHA,B04031,Thykkattussery,B04031007,Pallippuram,JOSEPH THOTTANKARA,M,IND,88
ALAPPUZHA,B04031,Thykkattussery,B04031007,Pallippuram,P.S.RAJEEV(KUNJUMON),M,IND,1685
ALAPPUZHA,B04031,Thykkattussery,B04031007,Pallippuram,P.D.SABEESH,M,CPI(M),2300
ALAPPUZHA,B04031,Thykkattussery,B04031007,Pallippuram,Invalid Votes,,,0
ALAPPUZHA,B04031,Thykkattussery,B04031008,Thirunelloor,V.T.PURUSHOTHAMAN,M,CPI(M),2301
ALAPPUZHA,B04031,Thykkattussery,B04031008,Thirunelloor,DINESH KUMAR,M,BJP,1145
ALAPPUZHA,B04031,Thykkattussery,B04031008,Thirunelloor,SHEELARAGHUVARAN,F,INC,2427
ALAPPUZHA,B04031,Thykkattussery,B04031008,Thirunelloor,Invalid Votes,,,4
ALAPPUZHA,B04031,Thykkattussery,B04031009,Palluveli,S.UNNIKRISHNAN,M,BJP,1001
ALAPPUZHA,B04031,Thykkattussery,B04031009,Palluveli,MANGALAM MADHAVAN,F,IND,263
ALAPPUZHA,B04031,Thykkattussery,B04031009,Palluveli,RAJESH RAMAKRISHNAN,M,CPI,1884
ALAPPUZHA,B04031,Thykkattussery,B04031009,Palluveli,P.P.SURENDRAN,M,INC,1257
ALAPPUZHA,B04031,Thykkattussery,B04031009,Palluveli,Invalid Votes,,,4
ALAPPUZHA,B04031,Thykkattussery,B04031010,Thykkattussery,ASHOKAN.K,M,IND,990
ALAPPUZHA,B04031,Thykkattussery,B04031010,Thykkattussery,ABRAHAM GEORGE,M,CPI(M),2341
ALAPPUZHA,B04031,Thykkattussery,B04031010,Thykkattussery,RAMESH BABU,M,IND,98
ALAPPUZHA,B04031,Thykkattussery,B04031010,Thykkattussery,CYRIAC IYYO (SUNNY),M,INC,2038
ALAPPUZHA,B04031,Thykkattussery,B04031010,Thykkattussery,Invalid Votes,,,6
ALAPPUZHA,B04031,Thykkattussery,B04031011,Thaliyaparambu,NEETHU RENJITH,F,CPI(M),2383
ALAPPUZHA,B04031,Thykkattussery,B04031011,Thaliyaparambu,BINDHU BENNY,F,BJP,880
ALAPPUZHA,B04031,Thykkattussery,B04031011,Thaliyaparambu,MERCY ABRAHAM,F,INC,1983
ALAPPUZHA,B04031,Thykkattussery,B04031011,Thaliyaparambu,Invalid Votes,,,5
ALAPPUZHA,B04031,Thykkattussery,B04031012,Thrichattukulam,USHA RAJAGOPAL,F,CPI(M),2378
ALAPPUZHA,B04031,Thykkattussery,B04031012,Thrichattukulam,USHA DEVI,F,INC,1737
ALAPPUZHA,B04031,Thykkattussery,B04031012,Thrichattukulam,VIJAYA( AMBILY),F,IND,831
ALAPPUZHA,B04031,Thykkattussery,B04031012,Thrichattukulam,Invalid Votes,,,1
ALAPPUZHA,B04031,Thykkattussery,B04031013,Naduvathnagar,AJITHA,F,BJP,532
ALAPPUZHA,B04031,Thykkattussery,B04031013,Naduvathnagar,LAILA BASHEER,F,IUML,447
ALAPPUZHA,B04031,Thykkattussery,B04031013,Naduvathnagar,SYAMALA,F,CPI(M),2274
ALAPPUZHA,B04031,Thykkattussery,B04031013,Naduvathnagar,SINDHU KOTTARATHIL,F,INC,2115
ALAPPUZHA,B04031,Thykkattussery,B04031013,Naduvathnagar,Invalid Votes,,,18
ALAPPUZHA,B04032,Pattanakkad,B04032001,Aroor West,AZEEZ PAYIKAD,M,INC,3855
ALAPPUZHA,B04032,Pattanakkad,B04032001,Aroor West,V.K GOUREESAN,M,JSS,4536
ALAPPUZHA,B04032,Pattanakkad,B04032001,Aroor West,JOBI JOSHWA,M,IND,789
ALAPPUZHA,B04032,Pattanakkad,B04032001,Aroor West,Invalid Votes,,,0
ALAPPUZHA,B04032,Pattanakkad,B04032002,Aroor East,K.K AUGUSTINE,M,BJP,1057
ALAPPUZHA,B04032,Pattanakkad,B04032002,Aroor East,P.M AJITH KUMAR,M,CPI,3922
ALAPPUZHA,B04032,Pattanakkad,B04032002,Aroor East,VIPIN KUMAR,M,INC,3396
ALAPPUZHA,B04032,Pattanakkad,B04032002,Aroor East,SHAHUL HAMEED,M,PDP,156
ALAPPUZHA,B04032,Pattanakkad,B04032002,Aroor East,SURESH,M,IND,133
ALAPPUZHA,B04032,Pattanakkad,B04032002,Aroor East,Invalid Votes,,,0
ALAPPUZHA,B04032,Pattanakkad,B04032003,Eramallur,NISHI. M,F,PDP,721
ALAPPUZHA,B04032,Pattanakkad,B04032003,Eramallur,SISILI BABU,F,INC,3979
ALAPPUZHA,B04032,Pattanakkad,B04032003,Eramallur,HEMA DAMODARAN,F,CPI(M),4148
ALAPPUZHA,B04032,Pattanakkad,B04032003,Eramallur,Invalid Votes,,,0
ALAPPUZHA,B04032,Pattanakkad,B04032004,Chammanadu,AMBIKA JUDI,F,INC,3299
ALAPPUZHA,B04032,Pattanakkad,B04032004,Chammanadu,JAYA ASHOKAN,F,CPI(M),3554
ALAPPUZHA,B04032,Pattanakkad,B04032004,Chammanadu,SREERENJINI .G,F,BJP,1240
ALAPPUZHA,B04032,Pattanakkad,B04032004,Chammanadu,Invalid Votes,,,0
ALAPPUZHA,B04032,Pattanakkad,B04032005,Kuthiathode,N.V PRAKASAN,M,BJP,2248
ALAPPUZHA,B04032,Pattanakkad,B04032005,Kuthiathode,P. VIJAYANADHAN,M,INC,2805
ALAPPUZHA,B04032,Pattanakkad,B04032005,Kuthiathode,C. T. VINOD,M,CPI(M),3261
ALAPPUZHA,B04032,Pattanakkad,B04032005,Kuthiathode,Invalid Votes,,,0
ALAPPUZHA,B04032,Pattanakkad,B04032006,Nalukulangara,H. PREMKUMAR,M,BJP,1712
ALAPPUZHA,B04032,Pattanakkad,B04032006,Nalukulangara,SIVARAMAN,M,WPI,206
ALAPPUZHA,B04032,Pattanakkad,B04032006,Nalukulangara,P. SALIM,M,INC,2362
ALAPPUZHA,B04032,Pattanakkad,B04032006,Nalukulangara,N. SAJI,M,CPI(M),4215
ALAPPUZHA,B04032,Pattanakkad,B04032006,Nalukulangara,Invalid Votes,,,1
ALAPPUZHA,B04032,Pattanakkad,B04032007,Thuravoor,AJITHA,F,BJP,1816
ALAPPUZHA,B04032,Pattanakkad,B04032007,Thuravoor,MANI PRABHAKARAN,F,CPI(M),3615
ALAPPUZHA,B04032,Pattanakkad,B04032007,Thuravoor,SALILA(SALILA TEACHER),F,INC,3470
ALAPPUZHA,B04032,Pattanakkad,B04032007,Thuravoor,SINDHU RAJEEVAN,F,JSS(R),459
ALAPPUZHA,B04032,Pattanakkad,B04032007,Thuravoor,Invalid Votes,,,0
ALAPPUZHA,B04032,Pattanakkad,B04032008,Pattanakkad,PUSHPA THAMPI,F,BJP,1429
ALAPPUZHA,B04032,Pattanakkad,B04032008,Pattanakkad,VALSALA THAMPI,F,CPI,4841
ALAPPUZHA,B04032,Pattanakkad,B04032008,Pattanakkad,SATHI RAJAN,F,INC,3553
ALAPPUZHA,B04032,Pattanakkad,B04032008,Pattanakkad,SUNITHA,F,WPI,248
ALAPPUZHA,B04032,Pattanakkad,B04032008,Pattanakkad,Invalid Votes,,,2
ALAPPUZHA,B04032,Pattanakkad,B04032009,Vayalar,NITHYA AJITH,F,BJP,845
ALAPPUZHA,B04032,Pattanakkad,B04032009,Vayalar,SIJI SHIBU,F,CPI(M),4028
ALAPPUZHA,B04032,Pattanakkad,B04032009,Vayalar,SINDHU (SINDHU VAVAKKAD),F,INC,4730
ALAPPUZHA,B04032,Pattanakkad,B04032009,Vayalar,Invalid Votes,,,2
ALAPPUZHA,B04032,Pattanakkad,B04032010,Kalavamkodam,P.K. NARAYANAN,M,IND,142
ALAPPUZHA,B04032,Pattanakkad,B04032010,Kalavamkodam,MURALEEDHARAN .C,M,BSP,148
ALAPPUZHA,B04032,Pattanakkad,B04032010,Kalavamkodam,T. VIJAYAPPAN,M,INC,3841
ALAPPUZHA,B04032,Pattanakkad,B04032010,Kalavamkodam,SREEJA A.T,F,CPI(M),4544
ALAPPUZHA,B04032,Pattanakkad,B04032010,Kalavamkodam,SINDHU MANMADHAN,F,BJP,1017
ALAPPUZHA,B04032,Pattanakkad,B04032010,Kalavamkodam,Invalid Votes,,,0
ALAPPUZHA,B04032,Pattanakkad,B04032011,Vettackal,KUNJUMON (SEBASTIAN),M,BJP,1067
ALAPPUZHA,B04032,Pattanakkad,B04032011,Vettackal,BAIJU SEBASTIAN,M,IND,732
ALAPPUZHA,B04032,Pattanakkad,B04032011,Vettackal,T.H. SALAM,M,INC,4222
ALAPPUZHA,B04032,Pattanakkad,B04032011,Vettackal,SEBASTIAN (SEBASTIAN KALLUTH,M,IND,3553
ALAPPUZHA,B04032,Pattanakkad,B04032011,Vettackal,Invalid Votes,,,0
ALAPPUZHA,B04032,Pattanakkad,B04032012,Manakkodam,P.C. JOY,M,CPI,2479
ALAPPUZHA,B04032,Pattanakkad,B04032012,Manakkodam,A.Y. BASHEER,M,IND,1703
ALAPPUZHA,B04032,Pattanakkad,B04032012,Manakkodam,N.K.VIJAYAN,M,BJP,936
ALAPPUZHA,B04032,Pattanakkad,B04032012,Manakkodam,SEBASTIAN (JAISON),M,INC,3841
ALAPPUZHA,B04032,Pattanakkad,B04032012,Manakkodam,STEPHAN(STEPHAN KANIYAMPARA,M,IND,192
ALAPPUZHA,B04032,Pattanakkad,B04032012,Manakkodam,Invalid Votes,,,0
ALAPPUZHA,B04032,Pattanakkad,B04032013,Changaram,ANITHA DILEEP,F,INC,3543
ALAPPUZHA,B04032,Pattanakkad,B04032013,Changaram,BINDHU VENUGOPAL,F,CPI(M),3319
ALAPPUZHA,B04032,Pattanakkad,B04032013,Changaram,RAJALEKSHMI,F,IND,1022
ALAPPUZHA,B04032,Pattanakkad,B04032013,Changaram,Invalid Votes,,,3
ALAPPUZHA,B04032,Pattanakkad,B04032014,Ezhupunna,THANKAMMA (KUNJUMOL),F,INC,4979
ALAPPUZHA,B04032,Pattanakkad,B04032014,Ezhupunna,PREMALATHA VENU,F,CPI,3387
ALAPPUZHA,B04032,Pattanakkad,B04032014,Ezhupunna,RAMBHA CHIDAMBARAN,F,BJP,1191
ALAPPUZHA,B04032,Pattanakkad,B04032014,Ezhupunna,Invalid Votes,,,0
ALAPPUZHA,B04033,Kanjikkuzhy,B04033001,Thykkal Beach,OMANAPILLA,M,BJP,719
ALAPPUZHA,B04033,Kanjikkuzhy,B04033001,Thykkal Beach,JAMES CHINKUTHARA,M,INC,4503
ALAPPUZHA,B04033,Kanjikkuzhy,B04033001,Thykkal Beach,T.S.RAJESH,M,CPI(M),3020
ALAPPUZHA,B04033,Kanjikkuzhy,B04033001,Thykkal Beach,Invalid Votes,,,7
ALAPPUZHA,B04033,Kanjikkuzhy,B04033002,Kadakkarapally,BIATRIES MOHANDAS,F,INC,2847
ALAPPUZHA,B04033,Kanjikkuzhy,B04033002,Kadakkarapally,RADHAMANI,F,BJP,1802
ALAPPUZHA,B04033,Kanjikkuzhy,B04033002,Kadakkarapally,VIJAYAMMA,F,CPI,4325
ALAPPUZHA,B04033,Kanjikkuzhy,B04033002,Kadakkarapally,Invalid Votes,,,6
ALAPPUZHA,B04033,Kanjikkuzhy,B04033003,Kuruppamkulangara,MONISHA,F,BJP,1651
ALAPPUZHA,B04033,Kanjikkuzhy,B04033003,Kuruppamkulangara,SUDHARMMINI THAMPAN,F,CPI(M),4133
ALAPPUZHA,B04033,Kanjikkuzhy,B04033003,Kuruppamkulangara,ROSAMMA THOMAS,F,INC,2209
ALAPPUZHA,B04033,Kanjikkuzhy,B04033003,Kuruppamkulangara,Invalid Votes,,,5
ALAPPUZHA,B04033,Kanjikkuzhy,B04033004,Thanneermukkam,BABY KAMALAM,F,INC,3574
ALAPPUZHA,B04033,Kanjikkuzhy,B04033004,Thanneermukkam,VIJAYAMMA KARTHIKEYAN,F,CPI(M),3299
ALAPPUZHA,B04033,Kanjikkuzhy,B04033004,Thanneermukkam,VINU,F,BJP,1590
ALAPPUZHA,B04033,Kanjikkuzhy,B04033004,Thanneermukkam,Invalid Votes,,,5
ALAPPUZHA,B04033,Kanjikkuzhy,B04033005,Puthanangadi,JAYAMANI TEACHER,F,INC,4414
ALAPPUZHA,B04033,Kanjikkuzhy,B04033005,Puthanangadi,P.R. SHYLA PUNJACHIRA,F,NCP,4345
ALAPPUZHA,B04033,Kanjikkuzhy,B04033005,Puthanangadi,Invalid Votes,,,5
ALAPPUZHA,B04033,Kanjikkuzhy,B04033006,Sreekandamangalam,BEENAMOL,F,BJP,1506
ALAPPUZHA,B04033,Kanjikkuzhy,B04033006,Sreekandamangalam,MARYKUTTY THOMAS,F,KCM,3170
ALAPPUZHA,B04033,Kanjikkuzhy,B04033006,Sreekandamangalam,SINIMOL SOMAN,F,CPI,3298
ALAPPUZHA,B04033,Kanjikkuzhy,B04033006,Sreekandamangalam,Invalid Votes,,,10
ALAPPUZHA,B04033,Kanjikkuzhy,B04033007,Ellathukavu,ANILKUMAR.V.S,M,IND,481
ALAPPUZHA,B04033,Kanjikkuzhy,B04033007,Ellathukavu,PURUSHOTHAMAN SHASTRI,M,INC,2762
ALAPPUZHA,B04033,Kanjikkuzhy,B04033007,Ellathukavu,T. RAJEEV,M,CPI(M),4779
ALAPPUZHA,B04033,Kanjikkuzhy,B04033007,Ellathukavu,R. RAJESH KANDATHI,M,BJP,847
ALAPPUZHA,B04033,Kanjikkuzhy,B04033007,Ellathukavu,Invalid Votes,,,3
ALAPPUZHA,B04033,Kanjikkuzhy,B04033008,Kanjikkuzhy,V. DINESHAN,M,INC,2045
ALAPPUZHA,B04033,Kanjikkuzhy,B04033008,Kanjikkuzhy,RAJESH. R(RAJESH MUTH),M,BJP,1616
ALAPPUZHA,B04033,Kanjikkuzhy,B04033008,Kanjikkuzhy,R. VIJAYAKUMARI,F,CPI(M),4524
ALAPPUZHA,B04033,Kanjikkuzhy,B04033008,Kanjikkuzhy,Invalid Votes,,,4
ALAPPUZHA,B04033,Kanjikkuzhy,B04033009,Mayithara,N.K NATESAN,M,CPI(M),3650
ALAPPUZHA,B04033,Kanjikkuzhy,B04033009,Mayithara,M.V SUGUNAN MANNATTUVELI,M,BJP,1179
ALAPPUZHA,B04033,Kanjikkuzhy,B04033009,Mayithara,G. SOMAKUMAR KOCHUPARAMBU,M,INC,2946
ALAPPUZHA,B04033,Kanjikkuzhy,B04033009,Mayithara,Invalid Votes,,,10
ALAPPUZHA,B04033,Kanjikkuzhy,B04033010,Mararikkulam,ALOSHYAS,M,BJP,539
ALAPPUZHA,B04033,Kanjikkuzhy,B04033010,Mararikkulam,P. PRAKASAN,M,INC,3755
ALAPPUZHA,B04033,Kanjikkuzhy,B04033010,Mararikkulam,BINUKUMAR.V.V,M,IND,298
ALAPPUZHA,B04033,Kanjikkuzhy,B04033010,Mararikkulam,R. MANOHARAN,M,CPI,3190
ALAPPUZHA,B04033,Kanjikkuzhy,B04033010,Mararikkulam,Invalid Votes,,,10
ALAPPUZHA,B04033,Kanjikkuzhy,B04033011,Kanichukulangara,KAMALA VASU,F,INC,3044
ALAPPUZHA,B04033,Kanjikkuzhy,B04033011,Kanichukulangara,PRABHA MADHU,F,CPI(M),4436
ALAPPUZHA,B04033,Kanjikkuzhy,B04033011,Kanichukulangara,YAMUNA .G,F,BJP,1412
ALAPPUZHA,B04033,Kanjikkuzhy,B04033011,Kanichukulangara,Invalid Votes,,,10
ALAPPUZHA,B04033,Kanjikkuzhy,B04033012,Thiruvizha,DEVANANDAN,M,BJP,1205
ALAPPUZHA,B04033,Kanjikkuzhy,B04033012,Thiruvizha,PRAVEENKUMAR.R,M,IND,119
ALAPPUZHA,B04033,Kanjikkuzhy,B04033012,Thiruvizha,BENCYLAL,M,IND,910
ALAPPUZHA,B04033,Kanjikkuzhy,B04033012,Thiruvizha,MANOHARAN.P,M,IND,102
ALAPPUZHA,B04033,Kanjikkuzhy,B04033012,Thiruvizha,T.S.REGHUVARAN,M,INC,3138
ALAPPUZHA,B04033,Kanjikkuzhy,B04033012,Thiruvizha,SUDHAKARAPANICKER,M,CPI(M),2842
ALAPPUZHA,B04033,Kanjikkuzhy,B04033012,Thiruvizha,Invalid Votes,,,6
ALAPPUZHA,B04033,Kanjikkuzhy,B04033013,Chennaveli,MARYGRACE SEBASTIAN,F,INC,4857
ALAPPUZHA,B04033,Kanjikkuzhy,B04033013,Chennaveli,SINI(SINNI SAMUVAL),F,AAP,985
ALAPPUZHA,B04033,Kanjikkuzhy,B04033013,Chennaveli,REENAMMA (REENA FRANCIS),F,IND,2578
ALAPPUZHA,B04033,Kanjikkuzhy,B04033013,Chennaveli,Invalid Votes,,,2
ALAPPUZHA,B04034,Aryad,B04034001,VALAVANAD,CHEMBAKAKKUTTY,F,INC,3501
ALAPPUZHA,B04034,Aryad,B04034001,VALAVANAD,JYOTHY RAJEEV,F,BJP,1002
ALAPPUZHA,B04034,Aryad,B04034001,VALAVANAD,SREEDEVI K,F,CPI(M),3968
ALAPPUZHA,B04034,Aryad,B04034001,VALAVANAD,Invalid Votes,,,0
ALAPPUZHA,B04034,Aryad,B04034002,BLOCK OFFICE WARD,V P CHIDAMBARAN,M,CPI,3570
ALAPPUZHA,B04034,Aryad,B04034002,BLOCK OFFICE WARD,G.JAYATHILAKAN,M,INC,4248
ALAPPUZHA,B04034,Aryad,B04034002,BLOCK OFFICE WARD,RANJAN PONNADU,M,BJP,1051
ALAPPUZHA,B04034,Aryad,B04034002,BLOCK OFFICE WARD,Invalid Votes,,,1
ALAPPUZHA,B04034,Aryad,B04034003,MUHAMMA,KUNJUMOL JOY,F,INC,3341
ALAPPUZHA,B04034,Aryad,B04034003,MUHAMMA,KOCHUTHRESYA JAMES,F,CPI(M),4429
ALAPPUZHA,B04034,Aryad,B04034003,MUHAMMA,SURYA VIPINDAS,F,BJP,1096
ALAPPUZHA,B04034,Aryad,B04034003,MUHAMMA,Invalid Votes,,,1
ALAPPUZHA,B04034,Aryad,B04034004,PUTHANANGADI,K K APPACHAN,M,IND,656
ALAPPUZHA,B04034,Aryad,B04034004,PUTHANANGADI,D SHAJI,M,CPI(M),3354
ALAPPUZHA,B04034,Aryad,B04034004,PUTHANANGADI,V M SUGAANDHI,M,INC,3980
ALAPPUZHA,B04034,Aryad,B04034004,PUTHANANGADI,Invalid Votes,,,2
ALAPPUZHA,B04034,Aryad,B04034005,MANNANCHERRY,MANOHARAN NANDIKADU,M,INC,4476
ALAPPUZHA,B04034,Aryad,B04034005,MANNANCHERRY,SANTHOSH,M,BJP,902
ALAPPUZHA,B04034,Aryad,B04034005,MANNANCHERRY,SOMAN,M,CPI(M),3272
ALAPPUZHA,B04034,Aryad,B04034005,MANNANCHERRY,Invalid Votes,,,1
ALAPPUZHA,B04034,Aryad,B04034006,kALAVOOR,M A UNAIS,M,JD(U),2916
ALAPPUZHA,B04034,Aryad,B04034006,kALAVOOR,K VENU,M,BJP,1740
ALAPPUZHA,B04034,Aryad,B04034006,kALAVOOR,T.SREEHARI,M,CPI(M),3628
ALAPPUZHA,B04034,Aryad,B04034006,kALAVOOR,Invalid Votes,,,0
ALAPPUZHA,B04034,Aryad,B04034007,POONTHOPPU,PUSHPALATHA,F,INC,2508
ALAPPUZHA,B04034,Aryad,B04034007,POONTHOPPU,VANAJA LAL,F,IND,777
ALAPPUZHA,B04034,Aryad,B04034007,POONTHOPPU,VILANCHITHA SHANAVAS,F,CPI(M),3410
ALAPPUZHA,B04034,Aryad,B04034007,POONTHOPPU,SALILAMMA PAVANAN,F,IND,108
ALAPPUZHA,B04034,Aryad,B04034007,POONTHOPPU,Invalid Votes,,,0
ALAPPUZHA,B04034,Aryad,B04034008,CHARAMPARAMPU,ASHA THIRUMENI,F,BJP,762
ALAPPUZHA,B04034,Aryad,B04034008,CHARAMPARAMPU,MINI VIMALKUMAR,F,INC,2699
ALAPPUZHA,B04034,Aryad,B04034008,CHARAMPARAMPU,SUMA SASIDHARAN,F,CPI(M),3053
ALAPPUZHA,B04034,Aryad,B04034008,CHARAMPARAMPU,Invalid Votes,,,0
ALAPPUZHA,B04034,Aryad,B04034009,KAITHATHIL,USHA SABU,F,BJP,926
ALAPPUZHA,B04034,Aryad,B04034009,KAITHATHIL,SASIKALA,F,INC,2213
ALAPPUZHA,B04034,Aryad,B04034009,KAITHATHIL,SHEENA SANALKUMAR,F,CPI(M),3494
ALAPPUZHA,B04034,Aryad,B04034009,KAITHATHIL,Invalid Votes,,,0
ALAPPUZHA,B04034,Aryad,B04034010,AIKABHARATHAM,AMBILY LAIJU,F,BJP,803
ALAPPUZHA,B04034,Aryad,B04034010,AIKABHARATHAM,SINIMOL JOJI,F,INC,3735
ALAPPUZHA,B04034,Aryad,B04034010,AIKABHARATHAM,SINDHU KOCHURANI,F,CPI(M),3154
ALAPPUZHA,B04034,Aryad,B04034010,AIKABHARATHAM,Invalid Votes,,,0
ALAPPUZHA,B04034,Aryad,B04034011,PATHIRAPPALLY,G MURALEEDHARAN,M,BJP,725
ALAPPUZHA,B04034,Aryad,B04034011,PATHIRAPPALLY,SHALON SALAS,M,INC,2574
ALAPPUZHA,B04034,Aryad,B04034011,PATHIRAPPALLY,N P SNEHAJAN,M,CPI(M),3382
ALAPPUZHA,B04034,Aryad,B04034011,PATHIRAPPALLY,Invalid Votes,,,0
ALAPPUZHA,B04034,Aryad,B04034012,SARVODHAYAPURAM,JAYAN THOMAS,M,CPI(M),4324
ALAPPUZHA,B04034,Aryad,B04034012,SARVODHAYAPURAM,K R PURUSHAN,M,IND,710
ALAPPUZHA,B04034,Aryad,B04034012,SARVODHAYAPURAM,P B PAUL,M,INC,2788
ALAPPUZHA,B04034,Aryad,B04034012,SARVODHAYAPURAM,Invalid Votes,,,0
ALAPPUZHA,B04034,Aryad,B04034013,KATTOOR,GRACY STEEPHAN,F,INC,3492
ALAPPUZHA,B04034,Aryad,B04034013,KATTOOR,LEELAMMA JACOB,F,CPI,3589
ALAPPUZHA,B04034,Aryad,B04034013,KATTOOR,SUSHAMA,F,BJP,715
ALAPPUZHA,B04034,Aryad,B04034013,KATTOOR,Invalid Votes,,,0
ALAPPUZHA,B04035,Ambalappuzha,B04035001,VADACKAL,MAHENDRAN,M,BJP,1070
ALAPPUZHA,B04035,Ambalappuzha,B04035001,VADACKAL,N.MURALEEDHARAN,M,CPI,3136
ALAPPUZHA,B04035,Ambalappuzha,B04035001,VADACKAL,R.SELVARAJAN,M,INC,2667
ALAPPUZHA,B04035,Ambalappuzha,B04035001,VADACKAL,Invalid Votes,,,1
ALAPPUZHA,B04035,Ambalappuzha,B04035002,BLOCK OFFICE,NAMITHA RATHEESAN,F,BJP,1610
ALAPPUZHA,B04035,Ambalappuzha,B04035002,BLOCK OFFICE,BIBI.U.VIDYA (BIBI VIDHYANANTHA,M,CPI(M),3712
ALAPPUZHA,B04035,Ambalappuzha,B04035002,BLOCK OFFICE,MURALEEDHARAN NAIR,M,INC,1398
ALAPPUZHA,B04035,Ambalappuzha,B04035002,BLOCK OFFICE,Invalid Votes,,,7
ALAPPUZHA,B04035,Ambalappuzha,B04035003,ARAVUKADU,GEETHA BABU,F,CPI(M),3256
ALAPPUZHA,B04035,Ambalappuzha,B04035003,ARAVUKADU,SANDHYA (SANDHYA BAIJU),F,BJP,1287
ALAPPUZHA,B04035,Ambalappuzha,B04035003,ARAVUKADU,SUNI (SUNITHA MAHESAN),F,INC,2313
ALAPPUZHA,B04035,Ambalappuzha,B04035003,ARAVUKADU,Invalid Votes,,,1
ALAPPUZHA,B04035,Ambalappuzha,B04035004,VANDANAM,RAJITHA,F,CPI,2097
ALAPPUZHA,B04035,Ambalappuzha,B04035004,VANDANAM,VISWAMMA SUGATHAN,F,BJP,1406
ALAPPUZHA,B04035,Ambalappuzha,B04035004,VANDANAM,SHOBHA GOPINATH,F,INC,1614
ALAPPUZHA,B04035,Ambalappuzha,B04035004,VANDANAM,SAJITHA TEACHER,F,WPI,331
ALAPPUZHA,B04035,Ambalappuzha,B04035004,VANDANAM,Invalid Votes,,,3
ALAPPUZHA,B04035,Ambalappuzha,B04035005,KAKKAZHAM,PREJITH KUMAR (PREJITH KARIKK,M,CPI(M),3510
ALAPPUZHA,B04035,Ambalappuzha,B04035005,KAKKAZHAM,PRADEEP,M,BJP,995
