District,LBCode,LBName,WardCode,Type,WardName,Male,Female,Others,TotalVoters
Alappuzha,G04005,Thycattussery,G04005010,G,CHEERATH KAAD,552,631,0,1183
Alappuzha,G04005,Thycattussery,G04005011,G,PANIYAATH,462,512,0,974
Alappuzha,G04005,Thycattussery,G04005012,G,SHRAMBIKKAL,455,458,0,913
Alappuzha,G04005,Thycattussery,G04005013,G,THYKKATTUSERY,441,451,0,892
Alappuzha,G04005,Thycattussery,G04005014,G,MANIYATHRIKKAL,509,555,0,1064
Alappuzha,G04005,Thycattussery,G04005015,G,PANCHAYATH OFFICE,395,415,0,810
Alappuzha,G04005,Thycattussery,G04005016,G,CHC SUB CENTRE,664,681,0,1345
Alappuzha,G04006,Aroor,G04006001,G,PUTHANANGADI,580,579,0,1159
Alappuzha,G04006,Aroor,G04006002,G,GOVT. FISHERIES SCHOOL,631,680,0,1311
Alappuzha,G04006,Aroor,G04006003,G,MULTIPURPOSE WARD,556,580,0,1136
Alappuzha,G04006,Aroor,G04006004,G,KOTTAPPURAM,485,510,0,995
Alappuzha,G04006,Aroor,G04006005,G,PALLIYARAKKAVU,472,523,0,995
Alappuzha,G04006,Aroor,G04006006,G,UNNIYAMBALAM,732,799,0,1531
Alappuzha,G04006,Aroor,G04006007,G,CHETTUTHARA,806,805,0,1611
Alappuzha,G04006,Aroor,G04006008,G,AROOR GOVT. HIGH SCHOOL,429,460,0,889
Alappuzha,G04006,Aroor,G04006009,G,VATTAKKERI,675,667,0,1342
Alappuzha,G04006,Aroor,G04006010,G,KUMBANJI,685,706,0,1391
Alappuzha,G04006,Aroor,G04006011,G,ARABIC COLLEGE,671,642,0,1313
Alappuzha,G04006,Aroor,G04006012,G,MULACKAL PARAMBU,800,815,0,1615
Alappuzha,G04006,Aroor,G04006013,G,ST. FRANCIS,502,543,0,1045
Alappuzha,G04006,Aroor,G04006014,G,DAIVAVILI KSHETHRAM,634,660,0,1294
Alappuzha,G04006,Aroor,G04006015,G,AYURVEDA HOSPITAL,599,666,0,1265
Alappuzha,G04006,Aroor,G04006016,G,ANJILIKKADU,625,680,0,1305
Alappuzha,G04006,Aroor,G04006017,G,GURUMANDIRAM,645,648,0,1293
Alappuzha,G04006,Aroor,G04006018,G,VIJAYAMBIKA,650,670,0,1320
Alappuzha,G04006,Aroor,G04006019,G,VILLAGE OFFICE,516,578,0,1094
Alappuzha,G04006,Aroor,G04006020,G,GOVT. HOSPITAL,633,720,0,1353
Alappuzha,G04006,Aroor,G04006021,G,HIGH SCHOOL,431,480,0,911
Alappuzha,G04006,Aroor,G04006022,G,CONVENT,561,728,0,1289
Alappuzha,G04006,Aroor,G04006023,G,POOJAPPURA,622,705,0,1327
Alappuzha,G04006,Aroor,G04006024,G,PROJECT COLONY WARD,613,682,0,1295
Alappuzha,G04007,Ezhupunna,G04007001,G,KALLUPURAKKAL,742,814,0,1556
Alappuzha,G04007,Ezhupunna,G04007002,G,VADAYKKAKATH,713,760,0,1473
Alappuzha,G04007,Ezhupunna,G04007003,G,SREENARAYANAPURAM,622,647,2,1271
Alappuzha,G04007,Ezhupunna,G04007004,G,VATHARA,667,720,1,1388
Alappuzha,G04007,Ezhupunna,G04007005,G,KANJIRATHUNGAL,644,695,0,1339
Alappuzha,G04007,Ezhupunna,G04007006,G,KONNANATTU,532,566,0,1098
Alappuzha,G04007,Ezhupunna,G04007007,G,ERAMALLOOR,664,701,0,1365
Alappuzha,G04007,Ezhupunna,G04007008,G,PAINGAKULAM,632,689,0,1321
Alappuzha,G04007,Ezhupunna,G04007009,G,KOVILAKAM,676,762,0,1438
Alappuzha,G04007,Ezhupunna,G04007010,G,KANNUKULANGARA,535,603,0,1138
Alappuzha,G04007,Ezhupunna,G04007011,G,PANCHAYATH OFFICE,581,695,0,1276
Alappuzha,G04007,Ezhupunna,G04007012,G,KORAMBATH,542,601,0,1143
Alappuzha,G04007,Ezhupunna,G04007013,G,KONKERIL,673,790,0,1463
Alappuzha,G04007,Ezhupunna,G04007014,G,ST. RAPHAELS,640,720,1,1361
Alappuzha,G04007,Ezhupunna,G04007015,G,NEENDAKARA,582,626,0,1208
Alappuzha,G04007,Ezhupunna,G04007016,G,PUTHUKULANGARA,547,607,0,1154
Alappuzha,G04008,Kuthiathode,G04008001,G,PALLITHODU,696,655,0,1351
Alappuzha,G04008,Kuthiathode,G04008002,G,PONPURAM,532,648,0,1180
Alappuzha,G04008,Kuthiathode,G04008003,G,PARAYAKAD WEST,497,546,0,1043
Alappuzha,G04008,Kuthiathode,G04008004,G,PARAYAKAD EAST,601,673,0,1274
Alappuzha,G04008,Kuthiathode,G04008005,G,THAZHUP,492,552,0,1044
Alappuzha,G04008,Kuthiathode,G04008006,G,NAALIKATTU,507,557,0,1064
Alappuzha,G04008,Kuthiathode,G04008007,G,KUTHIYATHODU   TOWN,524,581,0,1105
Alappuzha,G04008,Kuthiathode,G04008008,G,OFFICE WARD,467,558,0,1025
Alappuzha,G04008,Kuthiathode,G04008009,G,KURUMBIL WARD,481,518,0,999
Alappuzha,G04008,Kuthiathode,G04008010,G,SUBSTATION WARD,433,483,0,916
Alappuzha,G04008,Kuthiathode,G04008011,G,HOSPITAL WARD,488,528,0,1016
Alappuzha,G04008,Kuthiathode,G04008012,G,THATTAPARAMBU,467,484,0,951
Alappuzha,G04008,Kuthiathode,G04008013,G,MUTHUPARAMBU,377,445,0,822
Alappuzha,G04008,Kuthiathode,G04008014,G,THIRUMALA EAST,517,542,0,1059
Alappuzha,G04008,Kuthiathode,G04008015,G,NALUKULANGARA,591,684,0,1275
Alappuzha,G04008,Kuthiathode,G04008016,G,THIRUMALA WEST,510,525,0,1035
Alappuzha,G04008,Kuthiathode,G04008017,G,P H C WARD,604,639,0,1243
Alappuzha,G04009,Kodamthuruth,G04009001,G,NEENDAKARA,520,538,0,1058
Alappuzha,G04009,Kodamthuruth,G04009002,G,KAILASAM,420,461,0,881
Alappuzha,G04009,Kodamthuruth,G04009003,G,KUZHUVELY,438,431,0,869
Alappuzha,G04009,Kodamthuruth,G04009004,G,KUREETHARA,387,454,0,841
Alappuzha,G04009,Kodamthuruth,G04009005,G,CHAMMANAD,391,455,0,846
Alappuzha,G04009,Kodamthuruth,G04009006,G,MONTHACHAL,452,487,0,939
Alappuzha,G04009,Kodamthuruth,G04009007,G,CHIRAKKAL,434,491,0,925
Alappuzha,G04009,Kodamthuruth,G04009008,G,MANATHODAM,421,501,0,922
Alappuzha,G04009,Kodamthuruth,G04009009,G,PANCHAYATH,471,539,0,1010
Alappuzha,G04009,Kodamthuruth,G04009010,G,KELAMKULANGARA,475,542,0,1017
Alappuzha,G04009,Kodamthuruth,G04009011,G,KOYIKKAL,489,513,0,1002
Alappuzha,G04009,Kodamthuruth,G04009013,G,MUTTATHIL,506,519,0,1025
Alappuzha,G04009,Kodamthuruth,G04009015,G,VALLETHODU,521,548,0,1069
Alappuzha,G04009,Kodamthuruth,G04009016,G,MOORTHINGAL,337,378,0,715
Alappuzha,G04009,Kodamthuruth,G04009017,G,CHANGARAM,434,488,0,922
Alappuzha,G04009,Kodamthuruth,G04009012,G,KALAPPURACKAL,512,567,0,1079
Alappuzha,G04009,Kodamthuruth,G04009014,G,CHAKKANATTU,457,471,0,928
Alappuzha,G04009,Kodamthuruth,G04009018,G,CHERUMGAL,529,561,0,1090
Alappuzha,G04010,Thuravoor,G04010001,G,PALLITHODU,727,734,0,1461
Alappuzha,G04010,Thuravoor,G04010002,G,ALUNKAL,559,669,0,1228
Alappuzha,G04010,Thuravoor,G04010003,G,KALARICKAL,532,610,0,1142
Alappuzha,G04010,Thuravoor,G04010004,G,THURAVOOR TOWN,569,683,0,1252
Alappuzha,G04010,Thuravoor,G04010006,G,S C S  HIGH SCHOOL,605,651,0,1256
Alappuzha,G04010,Thuravoor,G04010007,G,ALUMVARAMB,562,616,0,1178
Alappuzha,G04010,Thuravoor,G04010008,G,VALAMANGALAM NORTH,519,583,0,1102
Alappuzha,G04010,Thuravoor,G04010009,G,KADATHURUTHU,610,681,0,1291
Alappuzha,G04010,Thuravoor,G04010010,G,S H CHURCH,627,689,0,1316
Alappuzha,G04010,Thuravoor,G04010011,G,VALAMANGALAM SOUTH,482,518,0,1000
Alappuzha,G04010,Thuravoor,G04010012,G,PAZHAMPALLIKKAVU,623,709,0,1332
Alappuzha,G04010,Thuravoor,G04010005,G,PANCHAYATH OFFICE,554,633,0,1187
Alappuzha,G04010,Thuravoor,G04010014,G,MILMA FACTORY,503,567,0,1070
Alappuzha,G04010,Thuravoor,G04010015,G,PUTHENCAVU,467,534,0,1001
Alappuzha,G04010,Thuravoor,G04010016,G,MANAKKODAM,612,664,0,1276
Alappuzha,G04010,Thuravoor,G04010017,G,ILLIKKAL,547,633,0,1180
Alappuzha,G04010,Thuravoor,G04010018,G,PADINJARE MANAKKODAM,658,680,0,1338
Alappuzha,G04010,Thuravoor,G04010019,G,ANNAPURAM,595,693,0,1288
Alappuzha,G04010,Thuravoor,G04010013,G,POONILATH,599,695,0,1294
Alappuzha,G04011,Pattanakkad,G04011001,G,LIGHT HOUSE,647,709,0,1356
Alappuzha,G04011,Pattanakkad,G04011002,G,PARAYIL,553,629,0,1182
Alappuzha,G04011,Pattanakkad,G04011003,G,PONNAMVELI,583,645,0,1228
Alappuzha,G04011,Pattanakkad,G04011004,G,MILMA,527,614,0,1141
Alappuzha,G04011,Pattanakkad,G04011005,G,PATTANAKKAD,551,656,0,1207
Alappuzha,G04011,Pattanakkad,G04011006,G,PONNAMVELI TOWN,577,705,0,1282
Alappuzha,G04011,Pattanakkad,G04011007,G,MENASSERY MANDAPAM,503,564,0,1067
Alappuzha,G04011,Pattanakkad,G04011008,G,MENASSERY,653,740,0,1393
Alappuzha,G04011,Pattanakkad,G04011009,G,ATHIKKAD,601,690,0,1291
Alappuzha,G04011,Pattanakkad,G04011010,G,HIGH SCHOOL,544,679,0,1223
Alappuzha,G04011,Pattanakkad,G04011011,G,PUTHIYAKAVU,482,529,0,1011
Alappuzha,G04011,Pattanakkad,G04011012,G,UZHUVA,547,689,0,1236
Alappuzha,G04011,Pattanakkad,G04011013,G,THARAMOOD,586,648,0,1234
Alappuzha,G04011,Pattanakkad,G04011014,G,ADIVACKAL,448,534,0,982
Alappuzha,G04011,Pattanakkad,G04011015,G,KONATTUSSERY SOUTH,628,687,0,1315
Alappuzha,G04011,Pattanakkad,G04011016,G,KONATTUSSERY NORTH,618,686,0,1304
Alappuzha,G04011,Pattanakkad,G04011017,G,VETTACKAL,646,753,0,1399
Alappuzha,G04011,Pattanakkad,G04011018,G,ARASUPURAM,638,706,0,1344
Alappuzha,G04011,Pattanakkad,G04011019,G,CHELLAPPURAM,646,710,0,1356
Alappuzha,G04011,Pattanakkad,G04011020,G,ARATTUVAZHI,730,675,0,1405
Alappuzha,G04011,Pattanakkad,G04011021,G,ANDHAKARANAZHI,748,761,0,1509
Alappuzha,G04012,Vayalar,G04012001,G,KAVIL,558,628,0,1186
Alappuzha,G04012,Vayalar,G04012002,G,ETTUPURAKKAL,615,707,0,1322
Alappuzha,G04012,Vayalar,G04012003,G,RAMAVARMMA HIGH SCHOOL,629,658,0,1287
Alappuzha,G04012,Vayalar,G04012004,G,NAGAMKULANGARA,650,658,0,1308
Alappuzha,G04012,Vayalar,G04012005,G,P H C,677,788,0,1465
Alappuzha,G04012,Vayalar,G04012006,G,KERALADITHYAPURAM,557,669,0,1226
Alappuzha,G04012,Vayalar,G04012007,G,RAMAVARMMA  SMARAKAM,692,781,0,1473
Alappuzha,G04012,Vayalar,G04012008,G,MANDAPAM,639,724,0,1363
Alappuzha,G04012,Vayalar,G04012009,G,SAKTHEESHWARAM,494,533,0,1027
Alappuzha,G04012,Vayalar,G04012010,G,KALAVAMKODAM,500,634,0,1134
Alappuzha,G04012,Vayalar,G04012011,G,KARAPPURAM,514,605,0,1119
Alappuzha,G04012,Vayalar,G04012013,G,KOLLAPPALLI,508,606,0,1114
Alappuzha,G04012,Vayalar,G04012014,G,NEELIMANGALAM,522,598,0,1120
Alappuzha,G04012,Vayalar,G04012015,G,A K G GRANDHASALA,480,543,0,1023
Alappuzha,G04012,Vayalar,G04012016,G,CHATHANCHIRA,471,568,0,1039
Alappuzha,G04012,Vayalar,G04012017,G,OLATHALA,524,618,0,1142
Alappuzha,G04012,Vayalar,G04012012,G,UZHUVA,508,562,0,1070
Alappuzha,G04013,Kanjikkuzhy,G04013001,G,MAYITHARA NORTH,639,688,0,1327
Alappuzha,G04013,Kanjikkuzhy,G04013002,G,THURUTHYPALLY,730,784,0,1514
Alappuzha,G04013,Kanjikkuzhy,G04013003,G,SUBHASH,583,676,0,1259
Alappuzha,G04013,Kanjikkuzhy,G04013004,G,CHERUVARANAM,687,732,0,1419
Alappuzha,G04013,Kanjikkuzhy,G04013005,G,AYYAPPANCHERRY,570,648,0,1218
Alappuzha,G04013,Kanjikkuzhy,G04013006,G,PUTHANAMBALAM,652,699,0,1351
Alappuzha,G04013,Kanjikkuzhy,G04013007,G,MOOLAMVELY,608,720,0,1328
Alappuzha,G04013,Kanjikkuzhy,G04013008,G,KOOTTUVELI,568,667,0,1235
Alappuzha,G04013,Kanjikkuzhy,G04013009,G,ILLATHUKAVU,557,628,0,1185
Alappuzha,G04013,Kanjikkuzhy,G04013010,G,VEMBALLY,689,774,0,1463
Alappuzha,G04013,Kanjikkuzhy,G04013011,G,CHATHANADU,630,746,0,1376
Alappuzha,G04013,Kanjikkuzhy,G04013012,G,MANGALAPURAM,724,792,0,1516
Alappuzha,G04013,Kanjikkuzhy,G04013013,G,LUTHERAN,644,726,0,1370
Alappuzha,G04013,Kanjikkuzhy,G04013014,G,KANNARKAD,626,725,0,1351
Alappuzha,G04013,Kanjikkuzhy,G04013015,G,KUMARAPURAM,712,796,0,1508
Alappuzha,G04013,Kanjikkuzhy,G04013016,G,KANJIKUZHY,732,827,0,1559
Alappuzha,G04013,Kanjikkuzhy,G04013017,G,KALATHIVEEDU,730,809,0,1539
Alappuzha,G04013,Kanjikkuzhy,G04013018,G,THIRUVIZHA,821,949,0,1770
Alappuzha,G04013,Kanjikkuzhy,G04013019,G,MAYITHARA,690,791,0,1481
Alappuzha,G04014,Cherthala South,G04014001,G,FISHLANDING CENTRE,673,639,0,1312
Alappuzha,G04014,Cherthala South,G04014002,G,THAICKAL,584,624,0,1208
Alappuzha,G04014,Cherthala South,G04014003,G,AAYIRAMTHAI,618,678,0,1296
Alappuzha,G04014,Cherthala South,G04014004,G,ARAVUKADU,618,619,0,1237
Alappuzha,G04014,Cherthala South,G04014005,G,PARUTHYAMPALLY,555,637,0,1192
Alappuzha,G04014,Cherthala South,G04014006,G,AMBEDKAR WARD,589,672,0,1261
Alappuzha,G04014,Cherthala South,G04014007,G,MADACKAL,620,640,0,1260
Alappuzha,G04014,Cherthala South,G04014009,G,MATTAVANA,560,688,0,1248
Alappuzha,G04014,Cherthala South,G04014010,G,THRIPPURAKKULAM,649,712,0,1361
Alappuzha,G04014,Cherthala South,G04014012,G,AREEPARAMBU,575,623,0,1198
Alappuzha,G04014,Cherthala South,G04014013,G,PANCHAYATH OFFICE,722,746,0,1468
Alappuzha,G04014,Cherthala South,G04014014,G,MAYTIHARA,702,749,0,1451
Alappuzha,G04014,Cherthala South,G04014015,G,THIRUVIZHA,602,712,0,1314
Alappuzha,G04014,Cherthala South,G04014016,G,PULLAMKULAM,684,762,0,1446
Alappuzha,G04014,Cherthala South,G04014017,G,CHAKKANATTU,653,702,0,1355
Alappuzha,G04014,Cherthala South,G04014018,G,CHENNAVELI,676,669,0,1345
Alappuzha,G04014,Cherthala South,G04014019,G,REETHAPURAM,710,763,0,1473
Alappuzha,G04014,Cherthala South,G04014020,G,KALARICKAL,643,655,0,1298
Alappuzha,G04014,Cherthala South,G04014021,G,ARTHUNKAL BEACH,727,757,0,1484
Alappuzha,G04014,Cherthala South,G04014022,G,ARTHUNKAL CHURCH,740,776,0,1516
Alappuzha,G04014,Cherthala South,G04014023,G,CHAMBAKKAD,674,695,0,1369
Alappuzha,G04014,Cherthala South,G04014024,G,ARTHUNKAL,754,741,0,1495
Alappuzha,G04014,Cherthala South,G04014008,G,PADINJARE NALPATHU,616,648,0,1264
Alappuzha,G04014,Cherthala South,G04014011,G,THIRUTHEKATTU,641,731,0,1372
Alappuzha,G04015,Mararikkulam North,G04015001,G,CHENNAVELY,691,700,0,1391
Alappuzha,G04015,Mararikkulam North,G04015002,G,POKLASSERY,573,657,0,1230
Alappuzha,G04015,Mararikkulam North,G04015003,G,KARIKKAD SOUTH,626,681,0,1307
Alappuzha,G04015,Mararikkulam North,G04015004,G,KARIKKAD NORTH,654,711,0,1365
Alappuzha,G04015,Mararikkulam North,G04015005,G,KANICHUKULANGARA,572,667,0,1239
Alappuzha,G04015,Mararikkulam North,G04015006,G,PANAKUNNAM,512,549,0,1061
Alappuzha,G04015,Mararikkulam North,G04015007,G,KANICHUKULANGARA NORTH,680,753,0,1433
Alappuzha,G04015,Mararikkulam North,G04015008,G,THIRUVIZHA,506,589,0,1095
Alappuzha,G04015,Mararikkulam North,G04015009,G,VARAKADI,519,576,0,1095
Alappuzha,G04015,Mararikkulam North,G04015010,G,THOPPUVELI,684,724,0,1408
Alappuzha,G04015,Mararikkulam North,G04015011,G,PANCHAYATH OFFICE,644,699,0,1343
Alappuzha,G04015,Mararikkulam North,G04015012,G,GANDHI SMARAKAM,597,639,1,1237
Alappuzha,G04015,Mararikkulam North,G04015013,G,MARARIKULAM,578,660,0,1238
Alappuzha,G04015,Mararikkulam North,G04015014,G,KASTHOORBA,527,586,0,1113
Alappuzha,G04015,Mararikkulam North,G04015015,G,PALLI WARD,543,621,0,1164
Alappuzha,G04015,Mararikkulam North,G04015016,G,BEACH WARD,791,776,0,1567
Alappuzha,G04015,Mararikkulam North,G04015017,G,JANAKSHEMAM,619,686,0,1305
Alappuzha,G04015,Mararikkulam North,G04015018,G,CHERUVALLISSERY,579,670,0,1249
Alappuzha,G04015,Mararikkulam North,G04015019,G,CHETHY,582,631,0,1213
Alappuzha,G04015,Mararikkulam North,G04015020,G,KATTADI,620,580,0,1200
Alappuzha,G04016,Kadakkarapally,G04016001,G,OTTAMASSERI NORTH,567,575,0,1142
Alappuzha,G04016,Kadakkarapally,G04016002,G,ILLIKKAL,524,560,0,1084
Alappuzha,G04016,Kadakkarapally,G04016003,G,PANDARATHAI,599,598,0,1197
Alappuzha,G04016,Kadakkarapally,G04016004,G,THANKI,540,590,0,1130
Alappuzha,G04016,Kadakkarapally,G04016005,G,KADAKKARAPPALLY,529,606,0,1135
Alappuzha,G04016,Kadakkarapally,G04016006,G,PANCHAYAT OFFICE,600,689,0,1289
Alappuzha,G04016,Kadakkarapally,G04016007,G,POWER HOUSE,531,592,0,1123
Alappuzha,G04016,Kadakkarapally,G04016008,G,KOTTARAM,563,631,0,1194
Alappuzha,G04016,Kadakkarapally,G04016009,G,KANDAMANGALAM,470,497,0,967
Alappuzha,G04016,Kadakkarapally,G04016010,G,MANJADIKKAL,528,593,0,1121
Alappuzha,G04016,Kadakkarapally,G04016011,G,KUNJITHAI,534,599,0,1133
Alappuzha,G04016,Kadakkarapally,G04016012,G,THAIKKAL BEACH,648,669,0,1317
Alappuzha,G04016,Kadakkarapally,G04016013,G,VATTAKKARA,525,581,0,1106
Alappuzha,G04016,Kadakkarapally,G04016014,G,OTTAMASSERI SOUTH,575,545,0,1120
Alappuzha,G04017,Thanneermukkam,G04017001,G,CHENGANDA,684,818,0,1502
Alappuzha,G04017,Thanneermukkam,G04017002,G,S B PURAM,668,756,0,1424
Alappuzha,G04017,Thanneermukkam,G04017003,G,VELLIYAKULAM,759,902,0,1661
Alappuzha,G04017,Thanneermukkam,G04017004,G,KATTACHIRA NORTH,735,806,0,1541
Alappuzha,G04017,Thanneermukkam,G04017005,G,KATTACHIRA SOUTH,658,738,0,1396
Alappuzha,G04017,Thanneermukkam,G04017006,G,THANEERMUKKOM,730,793,0,1523
Alappuzha,G04017,Thanneermukkam,G04017007,G,DEVASWAMKARI,519,606,0,1125
Alappuzha,G04017,Thanneermukkam,G04017008,G,VELIAMBRA,758,788,0,1546
Alappuzha,G04017,Thanneermukkam,G04017009,G,ELANJAMKULANGARA,702,810,0,1512
Alappuzha,G04017,Thanneermukkam,G04017010,G,KANNANKARA,676,696,0,1372
Alappuzha,G04017,Thanneermukkam,G04017011,G,PUTHANANGADI,653,713,0,1366
Alappuzha,G04017,Thanneermukkam,G04017012,G,VARANAM,723,808,0,1531
Alappuzha,G04017,Thanneermukkam,G04017013,G,PANCHAYATH SCHOOL,575,631,0,1206
Alappuzha,G04017,Thanneermukkam,G04017014,G,KARIKKAD,679,738,0,1417
Alappuzha,G04017,Thanneermukkam,G04017015,G,NJETTAYIL,707,786,0,1493
Alappuzha,G04017,Thanneermukkam,G04017016,G,MUTTATHIPARAMBU,617,675,0,1292
Alappuzha,G04017,Thanneermukkam,G04017017,G,SREEKANDAMANGALAM,612,666,0,1278
Alappuzha,G04017,Thanneermukkam,G04017018,G,TAGORE,644,724,0,1368
Alappuzha,G04017,Thanneermukkam,G04017019,G,PATHINONNAM MILE,549,650,0,1199
Alappuzha,G04017,Thanneermukkam,G04017020,G,MARUTHORVATTOM,672,763,0,1435
Alappuzha,G04017,Thanneermukkam,G04017021,G,MANAVELI,747,838,0,1585
Alappuzha,G04017,Thanneermukkam,G04017022,G,ENGINEERING COLLEGE,693,771,0,1464
Alappuzha,G04017,Thanneermukkam,G04017023,G,LISYU NAGAR,658,702,0,1360
Alappuzha,G04017,Thanneermukkam,G04017024,G,VARANAD,712,759,0,1471
Alappuzha,G04018,Aryad,G04018001,G,SAMSKARIKA NILAYAM,529,592,0,1121
Alappuzha,G04018,Aryad,G04018002,G,KAITHATHIL,534,612,0,1146
Alappuzha,G04018,Aryad,G04018003,G,ASHAN SMARAKA GRANDASHALA,597,655,0,1252
Alappuzha,G04018,Aryad,G04018004,G,KOMALAPURAM,533,584,0,1117
Alappuzha,G04018,Aryad,G04018005,G,LUTHARAN HIGH SCHOOL,523,566,0,1089
Alappuzha,G04018,Aryad,G04018006,G,KRISHIBHAVAN,567,630,0,1197
Alappuzha,G04018,Aryad,G04018007,G,CHARAMPARAMP,561,549,0,1110
Alappuzha,G04018,Aryad,G04018008,G,SARGAWARD,652,718,0,1370
Alappuzha,G04018,Aryad,G04018009,G,THIRUVILAKKU NORTH,458,492,0,950
Alappuzha,G04018,Aryad,G04018010,G,CHEMPANTHARA,457,490,0,947
Alappuzha,G04018,Aryad,G04018011,G,THIRUVILAKKU SOUTH,596,653,0,1249
Alappuzha,G04018,Aryad,G04018012,G,AYYANKALI,507,579,0,1086
Alappuzha,G04018,Aryad,G04018013,G,NAVADHARSA,512,600,0,1112
Alappuzha,G04018,Aryad,G04018014,G,RAMAVARMA,576,619,0,1195
Alappuzha,G04018,Aryad,G04018015,G,PASHNAMPALAM,569,576,0,1145
Alappuzha,G04018,Aryad,G04018016,G,IKYABHARATHAM,609,626,0,1235
Alappuzha,G04018,Aryad,G04018017,G,MATHA SCHOOL,552,629,0,1181
Alappuzha,G04018,Aryad,G04018018,G,GURUMANDIRAM,567,633,0,1200
Alappuzha,G04018,Aryad,G04018019,G,THUMPOLI COASTAL AREA,649,629,0,1278
Alappuzha,G04018,Aryad,G04018020,G,A. S .KANAL,627,730,0,1357
Alappuzha,G04019,Mannanchery,G04019001,G,PAPPALY,824,908,0,1732
Alappuzha,G04019,Mannanchery,G04019002,G,KAVUNGAL,844,920,0,1764
Alappuzha,G04019,Mannanchery,G04019003,G,PERUMTHURUTHU,822,878,0,1700
Alappuzha,G04019,Mannanchery,G04019004,G,PONNAD,989,1054,0,2043
Alappuzha,G04019,Mannanchery,G04019005,G,AMBALAKKADAVU,983,1108,0,2091
Alappuzha,G04019,Mannanchery,G04019006,G,MARKET,939,995,0,1934
Alappuzha,G04019,Mannanchery,G04019007,G,NETHAJI,812,968,0,1780
Alappuzha,G04019,Mannanchery,G04019008,G,SHANMUGHAM,841,903,0,1744
Alappuzha,G04019,Mannanchery,G04019009,G,VIRUSSERI,909,988,0,1897
Alappuzha,G04019,Mannanchery,G04019010,G,POONTHOPPU,701,845,0,1546
Alappuzha,G04019,Mannanchery,G04019011,G,TAGORE,738,889,0,1627
Alappuzha,G04019,Mannanchery,G04019012,G,KUNNEPPADAM,834,909,0,1743
Alappuzha,G04019,Mannanchery,G04019013,G,VALIYA KALAVOOR,723,793,0,1516
Alappuzha,G04019,Mannanchery,G04019014,G,AAPPOORU,744,841,0,1585
Alappuzha,G04019,Mannanchery,G04019015,G,KALAVOOR,820,933,0,1753
Alappuzha,G04019,Mannanchery,G04019016,G,KARUKATHARA,759,835,0,1594
Alappuzha,G04019,Mannanchery,G04019017,G,AMBANAKULANGARA,985,1146,0,2131
Alappuzha,G04019,Mannanchery,G04019018,G,NJANDIRICKAL,824,881,0,1705
Alappuzha,G04019,Mannanchery,G04019019,G,PANCHAYATH OFFICE,685,785,0,1470
Alappuzha,G04019,Mannanchery,G04019020,G,ALANCHERRY,792,837,0,1629
Alappuzha,G04019,Mannanchery,G04019021,G,THARAMOOD,722,844,0,1566
Alappuzha,G04019,Mannanchery,G04019022,G,MADRASA,909,1058,0,1967
Alappuzha,G04019,Mannanchery,G04019023,G,KHADI,807,899,0,1706
Alappuzha,G04019,Mannanchery,G04019024,G,BLOCK OFFICE,816,929,0,1745
Alappuzha,G04020,Mararikkulam South,G04020001,G,POLLETHAI WEST,1011,1082,0,2093
Alappuzha,G04020,Mararikkulam South,G04020002,G,POLLETHAI EAST,785,895,0,1680
Alappuzha,G04020,Mararikkulam South,G04020003,G,VALAVANAD,556,696,0,1252
Alappuzha,G04020,Mararikkulam South,G04020004,G,PREETHIKULANGARA,612,693,0,1305
Alappuzha,G04020,Mararikkulam South,G04020006,G,KALAVOOR,627,669,0,1296
Alappuzha,G04020,Mararikkulam South,G04020007,G,SOUTH KALAVOOR,792,881,0,1673
Alappuzha,G04020,Mararikkulam South,G04020008,G,VALIYA KALAVOOR,751,782,0,1533
Alappuzha,G04020,Mararikkulam South,G04020009,G,PAZHAYAKADU,821,915,0,1736
Alappuzha,G04020,Mararikkulam South,G04020010,G,PATHIRAPPALLY,899,974,0,1873
Alappuzha,G04020,Mararikkulam South,G04020011,G,PATHIRAPPALLY SOUTH,876,943,0,1819
Alappuzha,G04020,Mararikkulam South,G04020012,G,POONKAVU EAST,983,1036,0,2019
Alappuzha,G04020,Mararikkulam South,G04020013,G,POONKAVU WEST,1063,1089,0,2152
Alappuzha,G04020,Mararikkulam South,G04020014,G,CHETTIKADU,1129,1191,0,2320
Alappuzha,G04020,Mararikkulam South,G04020015,G,PATTUKALAM,955,1065,0,2020
Alappuzha,G04020,Mararikkulam South,G04020016,G,OMANAPPUZHA,1106,1060,0,2166
Alappuzha,G04020,Mararikkulam South,G04020017,G,CHERIYAPOZHY,1113,1084,0,2197
Alappuzha,G04020,Mararikkulam South,G04020018,G,SARVODAYAPURAM,933,1057,0,1990
Alappuzha,G04020,Mararikkulam South,G04020019,G,KATOOR EAST,818,905,0,1723
Alappuzha,G04020,Mararikkulam South,G04020020,G,PANCHAYAT OFFICE,983,1064,0,2047
Alappuzha,G04020,Mararikkulam South,G04020021,G,MANGADAKKADU,747,818,0,1565
Alappuzha,G04020,Mararikkulam South,G04020022,G,KORTHUSSERY,769,863,0,1632
Alappuzha,G04020,Mararikkulam South,G04020023,G,VAZHAKOOTAM POZHI,923,1040,0,1963
Alappuzha,G04020,Mararikkulam South,G04020024,G,SASTHRI BHAGAM,730,739,0,1469
Alappuzha,G04020,Mararikkulam South,G04020005,G,PREETHIKULANGARA STADIUM,729,883,0,1612
