District,LBCode,LBName,WardCode,WardName,Party,Candidate,Gender,Age,Address,Votes,Type,Rank,Lead,Front,LBType,Tier,WardTotalVotes,VotePercentage,Assembly,VoteBin,VoteStrength,Strength
KOLLAM,G02004,Clappana,G02004004,PRAYAR SOUTH- D,BJP,രാജു.എസ്.കെ,,,,71,G,4,-453,NDA,Grama,Ward,1004,7.07,Karunagappally,0-10%,,-200 to -499
KOLLAM,G02004,Clappana,G02004004,PRAYAR SOUTH- D,IND,രജീഷ്,,,,8,G,5,-516,OTH,Grama,Ward,1004,0.8,Karunagappally,0-10%,,-500 or less
KOLLAM,G02004,Clappana,G02004006,VARAVILA -A,CPI(M),റ്റി.എന്‍.വിജയകൃഷ്ണൻ,,,,428,G,1,159,LDF,Grama,Ward,916,46.72,Karunagappally,40-50%,,100-199
KOLLAM,G02004,Clappana,G02004006,VARAVILA -A,BJP,ശ്യാം മോഹൻ,,,,269,G,2,-159,NDA,Grama,Ward,916,29.37,Karunagappally,20-30%,,-100 to -199
KOLLAM,G02004,Clappana,G02004006,VARAVILA -A,INC,പ്രയാർ ഹരി,,,,219,G,3,-209,UDF,Grama,Ward,916,23.91,Karunagappally,20-30%,,-200 to -499
KOLLAM,G02004,Clappana,G02004009,VARAVILA -B,INC,വരവിള മനേഷ്,,,,446,G,1,135,UDF,Grama,Ward,971,45.93,Karunagappally,40-50%,,100-199
KOLLAM,G02004,Clappana,G02004009,VARAVILA -B,CPI,അഷറഫ് (പി.എന്‍.ഷറഫ്),,,,311,G,2,-135,LDF,Grama,Ward,971,32.03,Karunagappally,30-40%,,-100 to -199
KOLLAM,G02004,Clappana,G02004009,VARAVILA -B,BJP,അജിത് കുമാർ,,,,214,G,3,-232,NDA,Grama,Ward,971,22.04,Karunagappally,20-30%,,-200 to -499
KOLLAM,G02004,Clappana,G02004007,PERINADU -B,CPI(M),അബ്ദുല്‍ നാസർ,,,,474,G,1,57,LDF,Grama,Ward,891,53.2,Karunagappally,50-60%,,50-99
KOLLAM,G02004,Clappana,G02004007,PERINADU -B,INC,എം.സിയാദ്,,,,417,G,2,-57,UDF,Grama,Ward,891,46.8,Karunagappally,40-50%,,-50 to -99
KOLLAM,G02004,Clappana,G02004008,PERUMANTHAZHA -A,INC,ഷംസ് ക്ലാപ്പന,,,,491,G,1,161,UDF,Grama,Ward,954,51.47,Karunagappally,50-60%,,100-199
KOLLAM,G02004,Clappana,G02004008,PERUMANTHAZHA -A,CPI(M),സാലിഹ്.എസ്,,,,330,G,2,-161,LDF,Grama,Ward,954,34.59,Karunagappally,30-40%,,-100 to -199
KOLLAM,G02004,Clappana,G02004008,PERUMANTHAZHA -A,BJP,സൂരജ്,,,,133,G,3,-358,NDA,Grama,Ward,954,13.94,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02004,Clappana,G02004010,PERUMANTHAZHA-B,CPI(M),ആർ.അശോക് കുമാർ,,,,434,G,1,119,LDF,Grama,Ward,929,46.72,Karunagappally,40-50%,,100-199
KOLLAM,G02004,Clappana,G02004010,PERUMANTHAZHA-B,INC,ശ്രീകുമാർ,,,,315,G,2,-119,UDF,Grama,Ward,929,33.91,Karunagappally,30-40%,,-100 to -199
KOLLAM,G02004,Clappana,G02004010,PERUMANTHAZHA-B,BJP,സജീവ്.സി,,,,180,G,3,-254,NDA,Grama,Ward,929,19.38,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02004,Clappana,G02004011,CLAPPANA EAST,INC,സുശീല,,,,497,G,1,29,UDF,Grama,Ward,1027,48.39,Karunagappally,40-50%,,Jan-49
KOLLAM,G02004,Clappana,G02004011,CLAPPANA EAST,CPI(M),സുനിത അനിൽകുമാർ,,,,468,G,2,-29,LDF,Grama,Ward,1027,45.57,Karunagappally,40-50%,,-1 to -49
KOLLAM,G02004,Clappana,G02004011,CLAPPANA EAST,BJP,വീണ,,,,62,G,3,-435,NDA,Grama,Ward,1027,6.04,Karunagappally,0-10%,,-200 to -499
KOLLAM,G02004,Clappana,G02004013,CLAPPANA NORTH-A,CPI(M),ഡി.അജി,,,,395,G,1,3,LDF,Grama,Ward,872,45.3,Karunagappally,40-50%,,Jan-49
KOLLAM,G02004,Clappana,G02004013,CLAPPANA NORTH-A,INC,ബിപിന്‍രാജ്,,,,392,G,2,-3,UDF,Grama,Ward,872,44.95,Karunagappally,40-50%,,-1 to -49
KOLLAM,G02004,Clappana,G02004013,CLAPPANA NORTH-A,BJP,ശ്രീജ.ആർ,,,,85,G,3,-310,NDA,Grama,Ward,872,9.75,Karunagappally,0-10%,,-200 to -499
KOLLAM,G02004,Clappana,G02004015,PERINADU-A,CPI,ആതിര സനൽ,,,,330,G,1,91,LDF,Grama,Ward,764,43.19,Karunagappally,40-50%,,50-99
KOLLAM,G02004,Clappana,G02004015,PERINADU-A,INC,പ്രീത,,,,239,G,2,-91,UDF,Grama,Ward,764,31.28,Karunagappally,30-40%,,-50 to -99
KOLLAM,G02004,Clappana,G02004015,PERINADU-A,BJP,ആശ,,,,195,G,3,-135,NDA,Grama,Ward,764,25.52,Karunagappally,20-30%,,-100 to -199
KOLLAM,G02004,Clappana,G02004012,CLAPPANA  SOUTH,INC,അഭിലാഷ്,,,,316,G,1,77,UDF,Grama,Ward,777,40.67,Karunagappally,40-50%,,50-99
KOLLAM,G02004,Clappana,G02004012,CLAPPANA  SOUTH,CPI(M),പ്രസന്ന,,,,239,G,2,-77,LDF,Grama,Ward,777,30.76,Karunagappally,30-40%,,-50 to -99
KOLLAM,G02004,Clappana,G02004012,CLAPPANA  SOUTH,IND,ടോണി വസന്ത്,,,,119,G,3,-197,OTH,Grama,Ward,777,15.32,Karunagappally,10-20%,,-100 to -199
KOLLAM,G02004,Clappana,G02004012,CLAPPANA  SOUTH,BJP,സുനില്‍ വള്ളിക്കാവ്,,,,103,G,4,-213,NDA,Grama,Ward,777,13.26,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02004,Clappana,G02004016,PERINADU-C,INC,പ്രീയങ്ക.എസ്,,,,423,G,1,42,UDF,Grama,Ward,952,44.43,Karunagappally,40-50%,,Jan-49
KOLLAM,G02004,Clappana,G02004016,PERINADU-C,CPI(M),ലീല ദിലീപൻ,,,,381,G,2,-42,LDF,Grama,Ward,952,40.02,Karunagappally,40-50%,,-1 to -49
KOLLAM,G02004,Clappana,G02004016,PERINADU-C,BJP,സുധാമണി,,,,148,G,3,-275,NDA,Grama,Ward,952,15.55,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02004,Clappana,G02004014,CLAPPANA NORTH-B,INC,ശ്രീകല,,,,667,G,1,339,UDF,Grama,Ward,1049,63.58,Karunagappally,60-70%,,200-499
KOLLAM,G02004,Clappana,G02004014,CLAPPANA NORTH-B,CPI(M),ദീപ്തി രവീന്ദ്രൻ,,,,328,G,2,-339,LDF,Grama,Ward,1049,31.27,Karunagappally,30-40%,,-200 to -499
KOLLAM,G02004,Clappana,G02004014,CLAPPANA NORTH-B,BJP,സുനിത.എസ്.നായർ,,,,54,G,3,-613,NDA,Grama,Ward,1049,5.15,Karunagappally,0-10%,,-500 or less
KOLLAM,G02005,Alappad,G02005002,AZHEEKKAL B,INC,എസ്സ് . രാജി,,,,466,G,1,112,UDF,Grama,Ward,937,49.73,Karunagappally,40-50%,,100-199
KOLLAM,G02005,Alappad,G02005002,AZHEEKKAL B,CPI(M),ആർ. റാണി,,,,354,G,2,-112,LDF,Grama,Ward,937,37.78,Karunagappally,30-40%,,-100 to -199
KOLLAM,G02005,Alappad,G02005002,AZHEEKKAL B,BJP,ചന്ദന.കെ,,,,117,G,3,-349,NDA,Grama,Ward,937,12.49,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02005,Alappad,G02005001,AZHEEKKAL- A,BJP,സുജിത്ത് റ്റി,,,,356,G,1,51,NDA,Grama,Ward,965,36.89,Karunagappally,30-40%,,50-99
KOLLAM,G02005,Alappad,G02005001,AZHEEKKAL- A,INC,ബ്രിട്ടോ കാര്‍ഡോസ്,,,,305,G,2,-51,UDF,Grama,Ward,965,31.61,Karunagappally,30-40%,,-50 to -99
KOLLAM,G02005,Alappad,G02005001,AZHEEKKAL- A,CPI(M),പത്മ സന്തോഷ് (ഷാജി),,,,304,G,3,-52,LDF,Grama,Ward,965,31.5,Karunagappally,30-40%,,-50 to -99
KOLLAM,G02005,Alappad,G02005003,AZEEKKAL C,CPI(M),ഹിമ ശ്രീറാം,,,,468,G,1,13,LDF,Grama,Ward,1023,45.75,Karunagappally,40-50%,,Jan-49
KOLLAM,G02005,Alappad,G02005003,AZEEKKAL C,INC,റിഞ്ചു കൃഷ്ണ,,,,455,G,2,-13,UDF,Grama,Ward,1023,44.48,Karunagappally,40-50%,,-1 to -49
KOLLAM,G02005,Alappad,G02005003,AZEEKKAL C,BDJS,ദിവ്യ ദിനേശ്,,,,100,G,3,-368,NDA,Grama,Ward,1023,9.78,Karunagappally,0-10%,,-200 to -499
KOLLAM,G02005,Alappad,G02005004,AZEEKKAL D,CPI(M),സജി സുഗതൻ,,,,583,G,1,140,LDF,Grama,Ward,1108,52.62,Karunagappally,50-60%,,100-199
KOLLAM,G02005,Alappad,G02005004,AZEEKKAL D,INC,എസ്. ഗിരീഷ് (മധു),,,,443,G,2,-140,UDF,Grama,Ward,1108,39.98,Karunagappally,30-40%,,-100 to -199
KOLLAM,G02005,Alappad,G02005004,AZEEKKAL D,BJP,നന്ദകുമാർ,,,,82,G,3,-501,NDA,Grama,Ward,1108,7.4,Karunagappally,0-10%,,-500 or less
KOLLAM,G02005,Alappad,G02005005,AZEEKKAL-E,CPI(M),അമ്പിളി ജോയി,,,,412,G,1,51,LDF,Grama,Ward,878,46.92,Karunagappally,40-50%,,50-99
KOLLAM,G02005,Alappad,G02005005,AZEEKKAL-E,INC,രേഖ,,,,361,G,2,-51,UDF,Grama,Ward,878,41.12,Karunagappally,40-50%,,-50 to -99
KOLLAM,G02005,Alappad,G02005005,AZEEKKAL-E,BJP,പ്രസീന,,,,105,G,3,-307,NDA,Grama,Ward,878,11.96,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02005,Alappad,G02005006,SRAYIKKADU,BJP,സജിമോൾ,,,,347,G,1,18,NDA,Grama,Ward,988,35.12,Karunagappally,30-40%,,Jan-49
KOLLAM,G02005,Alappad,G02005006,SRAYIKKADU,INC,മായ അഭിലാഷ്,,,,329,G,2,-18,UDF,Grama,Ward,988,33.3,Karunagappally,30-40%,,-1 to -49
KOLLAM,G02005,Alappad,G02005006,SRAYIKKADU,CPI,സൂര്യ സജി,,,,312,G,3,-35,LDF,Grama,Ward,988,31.58,Karunagappally,30-40%,,-1 to -49
KOLLAM,G02005,Alappad,G02005007,PARAYAKADAVU,BJP,ആർ. പ്രിയമാലിനി,,,,514,G,1,41,NDA,Grama,Ward,1319,38.97,Karunagappally,30-40%,,Jan-49
KOLLAM,G02005,Alappad,G02005007,PARAYAKADAVU,INC,പ്രമീള,,,,473,G,2,-41,UDF,Grama,Ward,1319,35.86,Karunagappally,30-40%,,-1 to -49
KOLLAM,G02005,Alappad,G02005007,PARAYAKADAVU,IND,രഞ്ജിനി,,,,332,G,3,-182,OTH,Grama,Ward,1319,25.17,Karunagappally,20-30%,,-100 to -199
KOLLAM,G02005,Alappad,G02005008,KUZHITHURA,CPI(M),എൻ.ബിനുമോൻ,,,,508,G,1,244,LDF,Grama,Ward,826,61.5,Karunagappally,60-70%,,200-499
KOLLAM,G02005,Alappad,G02005008,KUZHITHURA,INC,അഖില്‍ സേനൻ,,,,264,G,2,-244,UDF,Grama,Ward,826,31.96,Karunagappally,30-40%,,-200 to -499
KOLLAM,G02005,Alappad,G02005008,KUZHITHURA,BDJS,ജോയ് സാർ,,,,54,G,3,-454,NDA,Grama,Ward,826,6.54,Karunagappally,0-10%,,-200 to -499
KOLLAM,G02005,Alappad,G02005009,ALAPPADU,INC,ജീദാസ്,,,,596,G,1,266,UDF,Grama,Ward,1047,56.92,Karunagappally,50-60%,,200-499
KOLLAM,G02005,Alappad,G02005009,ALAPPADU,CPI(M),അജികുമാർ,,,,330,G,2,-266,LDF,Grama,Ward,1047,31.52,Karunagappally,30-40%,,-200 to -499
KOLLAM,G02005,Alappad,G02005009,ALAPPADU,BJP,സോമരാജൻ,,,,121,G,3,-475,NDA,Grama,Ward,1047,11.56,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02005,Alappad,G02005010,CHERIYAZHEEKKAL A,INC,സുഹാസിനി,,,,410,G,1,32,UDF,Grama,Ward,894,45.86,Karunagappally,40-50%,,Jan-49
KOLLAM,G02005,Alappad,G02005010,CHERIYAZHEEKKAL A,BJP,അജിതകുമാരി,,,,378,G,2,-32,NDA,Grama,Ward,894,42.28,Karunagappally,40-50%,,-1 to -49
KOLLAM,G02005,Alappad,G02005010,CHERIYAZHEEKKAL A,CPI,സിബി സ്റ്റാൻലി,,,,106,G,3,-304,LDF,Grama,Ward,894,11.86,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02005,Alappad,G02005011,CHERIYAZEEKKAL B,CPI(M),രജിത ഹരിലാൽ,,,,365,G,1,69,LDF,Grama,Ward,772,47.28,Karunagappally,40-50%,,50-99
KOLLAM,G02005,Alappad,G02005011,CHERIYAZEEKKAL B,INC,എസ്. സിജിമോൾ,,,,296,G,2,-69,UDF,Grama,Ward,772,38.34,Karunagappally,30-40%,,-50 to -99
KOLLAM,G02005,Alappad,G02005011,CHERIYAZEEKKAL B,BJP,രാഗം. എൻ,,,,111,G,3,-254,NDA,Grama,Ward,772,14.38,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02005,Alappad,G02005012,CHERIYAZEEKKAL C,CPI(M),ലിജു. പി,,,,445,G,1,106,LDF,Grama,Ward,851,52.29,Karunagappally,50-60%,,100-199
KOLLAM,G02005,Alappad,G02005012,CHERIYAZEEKKAL C,INC,സുധൻ പാലപ്പള്ളിൽ,,,,339,G,2,-106,UDF,Grama,Ward,851,39.84,Karunagappally,30-40%,,-100 to -199
KOLLAM,G02005,Alappad,G02005012,CHERIYAZEEKKAL C,BJP,പ്രസാദ്,,,,67,G,3,-378,NDA,Grama,Ward,851,7.87,Karunagappally,0-10%,,-200 to -499
KOLLAM,G02005,Alappad,G02005013,KOCHUOACHIRA,BJP,ഹരിതാ നിഥിൻ,,,,275,G,1,8,NDA,Grama,Ward,652,42.18,Karunagappally,40-50%,,Jan-49
KOLLAM,G02005,Alappad,G02005013,KOCHUOACHIRA,INC,എസ്സ് . ഷീജ,,,,267,G,2,-8,UDF,Grama,Ward,652,40.95,Karunagappally,40-50%,,-1 to -49
KOLLAM,G02005,Alappad,G02005013,KOCHUOACHIRA,CPI,ദീപുകൃഷ്ണന്‍.യു,,,,110,G,3,-165,LDF,Grama,Ward,652,16.87,Karunagappally,10-20%,,-100 to -199
KOLLAM,G02005,Alappad,G02005014,PANDARATHURUTH A,CPI,അശ്വതി അപ്പു,,,,377,G,1,28,LDF,Grama,Ward,953,39.56,Karunagappally,30-40%,,Jan-49
KOLLAM,G02005,Alappad,G02005014,PANDARATHURUTH A,INC,ഷീബാബാബു,,,,349,G,2,-28,UDF,Grama,Ward,953,36.62,Karunagappally,30-40%,,-1 to -49
KOLLAM,G02005,Alappad,G02005014,PANDARATHURUTH A,BJP,മഞ്ചു പ്രമോദ്,,,,227,G,3,-150,NDA,Grama,Ward,953,23.82,Karunagappally,20-30%,,-100 to -199
KOLLAM,G02005,Alappad,G02005015,MOOKKUMPUZHA,CPI(M),ശ്രീലാൽ. സി,,,,472,G,1,167,LDF,Grama,Ward,871,54.19,Karunagappally,50-60%,,100-199
KOLLAM,G02005,Alappad,G02005015,MOOKKUMPUZHA,INC,ഗോപകുമാർ. പി,,,,305,G,2,-167,UDF,Grama,Ward,871,35.02,Karunagappally,30-40%,,-100 to -199
KOLLAM,G02005,Alappad,G02005015,MOOKKUMPUZHA,BJP,ശശികുമാര്‍. വി,,,,94,G,3,-378,NDA,Grama,Ward,871,10.79,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02005,Alappad,G02005016,VELLANATHURUTH,CPI(M),ജയശ്രീ തൃദീപ്,,,,355,G,1,187,LDF,Grama,Ward,602,58.97,Karunagappally,50-60%,,100-199
KOLLAM,G02005,Alappad,G02005016,VELLANATHURUTH,RSP,അമ്പിളി ഉമേഷ്,,,,168,G,2,-187,UDF,Grama,Ward,602,27.91,Karunagappally,20-30%,,-100 to -199
KOLLAM,G02005,Alappad,G02005016,VELLANATHURUTH,BJP,ലിജി രജിത്ത്,,,,79,G,3,-276,NDA,Grama,Ward,602,13.12,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02006,Thodiyoor,G02006002,CHITTUMOOLA,INC,എംഎൽഎ ഷാജി,,,,868,G,1,531,UDF,Grama,Ward,1524,56.96,Karunagappally,50-60%,,500+
KOLLAM,G02006,Thodiyoor,G02006002,CHITTUMOOLA,CPI(M),നവാസ് പെരുവേലിൽ,,,,337,G,2,-531,LDF,Grama,Ward,1524,22.11,Karunagappally,20-30%,,-500 or less
KOLLAM,G02006,Thodiyoor,G02006002,CHITTUMOOLA,SDPI,റാഷിദ് റഷാദി,,,,277,G,3,-591,OTH,Grama,Ward,1524,18.18,Karunagappally,10-20%,,-500 or less
KOLLAM,G02006,Thodiyoor,G02006002,CHITTUMOOLA,BJP,മണി. സി,,,,42,G,4,-826,NDA,Grama,Ward,1524,2.76,Karunagappally,0-10%,,-500 or less
KOLLAM,G02006,Thodiyoor,G02006001,PULIYOOR VANCHI WEST,INC,സിമി ജവാദ്,,,,605,G,1,42,UDF,Grama,Ward,1735,34.87,Karunagappally,30-40%,,Jan-49
KOLLAM,G02006,Thodiyoor,G02006001,PULIYOOR VANCHI WEST,CPI(M),അനീഷ നിഹാദ്,,,,563,G,2,-42,LDF,Grama,Ward,1735,32.45,Karunagappally,30-40%,,-1 to -49
KOLLAM,G02006,Thodiyoor,G02006001,PULIYOOR VANCHI WEST,SDPI,അഡ്വ .സുമയ്യ നജീബ്,,,,519,G,3,-86,OTH,Grama,Ward,1735,29.91,Karunagappally,20-30%,,-50 to -99
KOLLAM,G02006,Thodiyoor,G02006001,PULIYOOR VANCHI WEST,BJP,പ്രശാന്തി  അനിൽകുമാർ,,,,48,G,4,-557,NDA,Grama,Ward,1735,2.77,Karunagappally,0-10%,,-500 or less
KOLLAM,G02006,Thodiyoor,G02006003,PULIYOOR VANCHI NORTH,CPI(M),ബിജി സുനിൽകുമാർ,,,,971,G,1,594,LDF,Grama,Ward,1437,67.57,Karunagappally,60-70%,,500+
KOLLAM,G02006,Thodiyoor,G02006003,PULIYOOR VANCHI NORTH,INC,ബിന്ദു  വിജയകുമാർ,,,,377,G,2,-594,UDF,Grama,Ward,1437,26.24,Karunagappally,20-30%,,-500 or less
KOLLAM,G02006,Thodiyoor,G02006003,PULIYOOR VANCHI NORTH,BJP,മായ. എസ്,,,,89,G,3,-882,NDA,Grama,Ward,1437,6.19,Karunagappally,0-10%,,-500 or less
KOLLAM,G02006,Thodiyoor,G02006004,EDAKULANGARA NORTH,CPI(M),മായാകുമാരി,,,,514,G,1,81,LDF,Grama,Ward,1295,39.69,Karunagappally,30-40%,,50-99
KOLLAM,G02006,Thodiyoor,G02006004,EDAKULANGARA NORTH,INC,വിമല ഒല്ലായിൽ,,,,433,G,2,-81,UDF,Grama,Ward,1295,33.44,Karunagappally,30-40%,,-50 to -99
KOLLAM,G02006,Thodiyoor,G02006004,EDAKULANGARA NORTH,BJP,അംബിക,,,,348,G,3,-166,NDA,Grama,Ward,1295,26.87,Karunagappally,20-30%,,-100 to -199
KOLLAM,G02006,Thodiyoor,G02006005,VELUTHAMANAL WEST,CPI,രാമചന്ദ്രന്‍ പിള്ള (കെ ആർ ചന്ദ്രൻ ലാവണ്യ),,,,661,G,1,184,LDF,Grama,Ward,1277,51.76,Karunagappally,50-60%,,100-199
KOLLAM,G02006,Thodiyoor,G02006005,VELUTHAMANAL WEST,INC,ചിറ്റുമൂല നാസർ,,,,477,G,2,-184,UDF,Grama,Ward,1277,37.35,Karunagappally,30-40%,,-100 to -199
KOLLAM,G02006,Thodiyoor,G02006005,VELUTHAMANAL WEST,BJP,തുളസീധരൻ പിള്ള,,,,71,G,3,-590,NDA,Grama,Ward,1277,5.56,Karunagappally,0-10%,,-500 or less
KOLLAM,G02006,Thodiyoor,G02006005,VELUTHAMANAL WEST,SDPI,ഷാജഹാൻ,,,,68,G,4,-593,OTH,Grama,Ward,1277,5.32,Karunagappally,0-10%,,-500 or less
KOLLAM,G02006,Thodiyoor,G02006006,PULIYOOR VANCHI SOUTH,BJP,നിമേഷ്  ആർ,,,,532,G,1,14,NDA,Grama,Ward,1348,39.47,Karunagappally,30-40%,,Jan-49
KOLLAM,G02006,Thodiyoor,G02006006,PULIYOOR VANCHI SOUTH,CPI(M),കെ. അനില്‍ കുമാർ,,,,518,G,2,-14,LDF,Grama,Ward,1348,38.43,Karunagappally,30-40%,,-1 to -49
KOLLAM,G02006,Thodiyoor,G02006006,PULIYOOR VANCHI SOUTH,INC,കെ .മോഹനൻ,,,,298,G,3,-234,UDF,Grama,Ward,1348,22.11,Karunagappally,20-30%,,-200 to -499
KOLLAM,G02006,Thodiyoor,G02006007,PULIYOOR VANCHI EAST,RSP,ഹസീന. എം,,,,512,G,1,104,UDF,Grama,Ward,1190,43.03,Karunagappally,40-50%,,100-199
KOLLAM,G02006,Thodiyoor,G02006007,PULIYOOR VANCHI EAST,BJP,ഷീല,,,,408,G,2,-104,NDA,Grama,Ward,1190,34.29,Karunagappally,30-40%,,-100 to -199
KOLLAM,G02006,Thodiyoor,G02006007,PULIYOOR VANCHI EAST,CPI,സോഫിയ ( ബിന്ദു ),,,,270,G,3,-242,LDF,Grama,Ward,1190,22.69,Karunagappally,20-30%,,-200 to -499
KOLLAM,G02006,Thodiyoor,G02006008,PLAVILA CHANTHA,INC,ലളിത മഠത്തിൽ,,,,677,G,1,220,UDF,Grama,Ward,1338,50.6,Karunagappally,50-60%,,200-499
KOLLAM,G02006,Thodiyoor,G02006008,PLAVILA CHANTHA,CPI,ശശികലാ രാജേന്ദ്രൻ,,,,457,G,2,-220,LDF,Grama,Ward,1338,34.16,Karunagappally,30-40%,,-200 to -499
KOLLAM,G02006,Thodiyoor,G02006008,PLAVILA CHANTHA,BJP,ജോളിമോൾ. പി ( ജോളി വിൻസെൻറ്),,,,204,G,3,-473,NDA,Grama,Ward,1338,15.25,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02006,Thodiyoor,G02006009,H.S.WARD,INC,അജിത മോഹനൻ,,,,520,G,1,168,UDF,Grama,Ward,1169,44.48,Karunagappally,40-50%,,100-199
KOLLAM,G02006,Thodiyoor,G02006009,H.S.WARD,CPI(M),ബീനു കോമളൻ,,,,352,G,2,-168,LDF,Grama,Ward,1169,30.11,Karunagappally,30-40%,,-100 to -199
KOLLAM,G02006,Thodiyoor,G02006009,H.S.WARD,BJP,ബബിത അഖിൽ,,,,230,G,3,-290,NDA,Grama,Ward,1169,19.67,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02006,Thodiyoor,G02006009,H.S.WARD,IND,ഷെര്‍ളി,,,,67,G,4,-453,OTH,Grama,Ward,1169,5.73,Karunagappally,0-10%,,-200 to -499
KOLLAM,G02006,Thodiyoor,G02006011,THODIYOOR,CPI(M),കുറ്റിയിൽ സജീവ്,,,,833,G,1,142,LDF,Grama,Ward,1590,52.39,Karunagappally,50-60%,,100-199
KOLLAM,G02006,Thodiyoor,G02006011,THODIYOOR,INC,എ  ഷഹനാസ്,,,,691,G,2,-142,UDF,Grama,Ward,1590,43.46,Karunagappally,40-50%,,-100 to -199
KOLLAM,G02006,Thodiyoor,G02006011,THODIYOOR,BJP,അനീഷ് കുമാർ,,,,66,G,3,-767,NDA,Grama,Ward,1590,4.15,Karunagappally,0-10%,,-500 or less
KOLLAM,G02006,Thodiyoor,G02006010,ARAMATHU MADAM,CPI(M),കടൂരേഴത്ത് ഷൈനി,,,,483,G,1,103,LDF,Grama,Ward,1095,44.11,Karunagappally,40-50%,,100-199
KOLLAM,G02006,Thodiyoor,G02006010,ARAMATHU MADAM,INC,ദീപ,,,,380,G,2,-103,UDF,Grama,Ward,1095,34.7,Karunagappally,30-40%,,-100 to -199
KOLLAM,G02006,Thodiyoor,G02006010,ARAMATHU MADAM,BJP,ആശ ഓമനക്കുട്ടൻ,,,,232,G,3,-251,NDA,Grama,Ward,1095,21.19,Karunagappally,20-30%,,-200 to -499
KOLLAM,G02006,Thodiyoor,G02006013,VENGARA,CPI,അജിത്‌ കുമാർ തുണ്ടുതറയിൽ,,,,486,G,1,92,LDF,Grama,Ward,1259,38.6,Karunagappally,30-40%,,50-99
KOLLAM,G02006,Thodiyoor,G02006013,VENGARA,INC,ബി  സത്യദേവൻ പിള്ള  മീനത്തതിൽ,,,,394,G,2,-92,UDF,Grama,Ward,1259,31.29,Karunagappally,30-40%,,-50 to -99
KOLLAM,G02006,Thodiyoor,G02006013,VENGARA,BJP,രാഖി,,,,365,G,3,-121,NDA,Grama,Ward,1259,28.99,Karunagappally,20-30%,,-100 to -199
KOLLAM,G02006,Thodiyoor,G02006013,VENGARA,IND,വിഷ്ണു,,,,14,G,4,-472,OTH,Grama,Ward,1259,1.11,Karunagappally,0-10%,,-200 to -499
KOLLAM,G02006,Thodiyoor,G02006012,MALUMEL,INC,സിനിമോൾ. എച്ച് (സിനി സജു),,,,441,G,1,10,UDF,Grama,Ward,1233,35.77,Karunagappally,30-40%,,Jan-49
KOLLAM,G02006,Thodiyoor,G02006012,MALUMEL,BJP,മഞ്ജു,,,,431,G,2,-10,NDA,Grama,Ward,1233,34.96,Karunagappally,30-40%,,-1 to -49
KOLLAM,G02006,Thodiyoor,G02006012,MALUMEL,CPI(M),സതിഭായ്,,,,361,G,3,-80,LDF,Grama,Ward,1233,29.28,Karunagappally,20-30%,,-50 to -99
KOLLAM,G02006,Thodiyoor,G02006014,MUZHANGODI EAST,INC,സിന്ധു ശ്രീകുമാർ,,,,597,G,1,196,UDF,Grama,Ward,1260,47.38,Karunagappally,40-50%,,100-199
KOLLAM,G02006,Thodiyoor,G02006014,MUZHANGODI EAST,CPI(M),സി ദേവദാസ്,,,,401,G,2,-196,LDF,Grama,Ward,1260,31.83,Karunagappally,30-40%,,-100 to -199
KOLLAM,G02006,Thodiyoor,G02006014,MUZHANGODI EAST,BJP,ബി ഷിബു,,,,220,G,3,-377,NDA,Grama,Ward,1260,17.46,Karunagappally,10-20%,,-200 to -499
KOLLAM,G02006,Thodiyoor,G02006014,MUZHANGODI EAST,IND,സിന്ധു,,,,42,G,4,-555,OTH,Grama,Ward,1260,3.33,Karunagappally,0-10%,,-500 or less
KOLLAM,G02006,Thodiyoor,G02006015,VELUTHAMANAL,CPI,നാസ്സർ പാട്ടക്കണ്ടത്തിൽ,,,,424,G,1,21,LDF,Grama,Ward,1360,31.18,Karunagappally,30-40%,,Jan-49
KOLLAM,G02006,Thodiyoor,G02006015,VELUTHAMANAL,INC,എ എ   അസീസ്,,,,403,G,2,-21,UDF,Grama,Ward,1360,29.63,Karunagappally,20-30%,,-1 to -49
KOLLAM,G02006,Thodiyoor,G02006015,VELUTHAMANAL,IND,പുതുക്കാട്ട്   ശ്രീകുമാർ,,,,225,G,3,-199,OTH,Grama,Ward,1360,16.54,Karunagappally,10-20%,,-100 to -199
KOLLAM,G02006,Thodiyoor,G02006015,VELUTHAMANAL,BJP,ഗോപകുമാര്‍. എസ്,,,,165,G,4,-259,NDA,Grama,Ward,1360,12.13,Karunagappally,10-20%,,-200 to -499
