District,LBCode,LBName,WardCode,WardName,Party,Candidate,Gender,Age,Address,Votes,Type,Rank,Lead,Front,LBType,Tier,WardTotalVotes,VotePercentage,Assembly,VoteBin,VoteStrength,Strength
THIRUVANANTHAPURAM,G01001,Parassala,G01001003,PERUVILA,CPI(M),ഷീജ എസ്,,,,435,G,1,16,LDF,Grama,Ward,1268,34.31,Parassala,30-40%,,Jan-49
THIRUVANANTHAPURAM,G01001,Parassala,G01001003,PERUVILA,INC,ജയാജാസ്മിൻ,,,,419,G,2,-16,UDF,Grama,Ward,1268,33.04,Parassala,30-40%,,-1 to -49
THIRUVANANTHAPURAM,G01001,Parassala,G01001003,PERUVILA,BJP,ജയകല വി,,,,414,G,3,-21,NDA,Grama,Ward,1268,32.65,Parassala,30-40%,,-1 to -49
THIRUVANANTHAPURAM,G01001,Parassala,G01001001,KOTTAKKAKOM,BJP,എം. ഗോപകുമാർ,,,,639,G,1,86,NDA,Grama,Ward,1597,40.01,Parassala,40-50%,,50-99
THIRUVANANTHAPURAM,G01001,Parassala,G01001001,KOTTAKKAKOM,INC,ലൈജു,,,,553,G,2,-86,UDF,Grama,Ward,1597,34.63,Parassala,30-40%,,-50 to -99
THIRUVANANTHAPURAM,G01001,Parassala,G01001001,KOTTAKKAKOM,CPI(M),പി. ലോറന്‍സ്,,,,374,G,3,-265,LDF,Grama,Ward,1597,23.42,Parassala,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001001,KOTTAKKAKOM,IND,ഷൈജിന്‍.ഡബ്ല്യൂ,,,,31,G,4,-608,OTH,Grama,Ward,1597,1.94,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001005,PARASUVAIKKAL,CPI(M),ശ്രീനി .വി .ജെ,,,,670,G,1,39,LDF,Grama,Ward,1441,46.5,Parassala,40-50%,,Jan-49
THIRUVANANTHAPURAM,G01001,Parassala,G01001005,PARASUVAIKKAL,INC,ക്രിസ്തുദാസ്,,,,631,G,2,-39,UDF,Grama,Ward,1441,43.79,Parassala,40-50%,,-1 to -49
THIRUVANANTHAPURAM,G01001,Parassala,G01001005,PARASUVAIKKAL,IND,ഫെലിക്സ് .റ്റി,,,,108,G,3,-562,OTH,Grama,Ward,1441,7.49,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001005,PARASUVAIKKAL,BJP,പ്രതീഷ് കുമാര്‍. കെ,,,,32,G,4,-638,NDA,Grama,Ward,1441,2.22,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001002,NEDIYAMCODE,INC,കൊല്ലിയോട് സത്യനേശൻ,,,,592,G,1,44,UDF,Grama,Ward,1494,39.63,Parassala,30-40%,,Jan-49
THIRUVANANTHAPURAM,G01001,Parassala,G01001002,NEDIYAMCODE,BJP,അജയകുമാര്‍ എം,,,,548,G,2,-44,NDA,Grama,Ward,1494,36.68,Parassala,30-40%,,-1 to -49
THIRUVANANTHAPURAM,G01001,Parassala,G01001002,NEDIYAMCODE,CPI(M),എൽ. സെല്‍വരാജ്,,,,354,G,3,-238,LDF,Grama,Ward,1494,23.69,Parassala,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001004,PULLOORKONAM,INC,കെൻസിലാലി എസ്,,,,689,G,1,303,UDF,Grama,Ward,1186,58.09,Parassala,50-60%,,200-499
THIRUVANANTHAPURAM,G01001,Parassala,G01001004,PULLOORKONAM,CPI(M),എൽ. ഷീബ,,,,386,G,2,-303,LDF,Grama,Ward,1186,32.55,Parassala,30-40%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001004,PULLOORKONAM,BJP,സൗമ്യ പി. എസ്. നായർ,,,,111,G,3,-578,NDA,Grama,Ward,1186,9.36,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001006,ADUMANKADU,CPI(M),പ്രിയാ ജാസ്മിന്‍ എസ്. എൻ,,,,515,G,1,121,LDF,Grama,Ward,1337,38.52,Parassala,30-40%,,100-199
THIRUVANANTHAPURAM,G01001,Parassala,G01001006,ADUMANKADU,INC,സൗമ്യമോൾ .ജെ .ജി,,,,394,G,2,-121,UDF,Grama,Ward,1337,29.47,Parassala,20-30%,,-100 to -199
THIRUVANANTHAPURAM,G01001,Parassala,G01001006,ADUMANKADU,BJP,ഷീജ. എൻ,,,,297,G,3,-218,NDA,Grama,Ward,1337,22.21,Parassala,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001006,ADUMANKADU,IND,സുശീല,,,,131,G,4,-384,OTH,Grama,Ward,1337,9.8,Parassala,0-10%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001010,PUTHENKADA,INC,ഷീജ,,,,864,G,1,395,UDF,Grama,Ward,1373,62.93,Parassala,60-70%,,200-499
THIRUVANANTHAPURAM,G01001,Parassala,G01001010,PUTHENKADA,CPI(M),വിമല .ഡി,,,,469,G,2,-395,LDF,Grama,Ward,1373,34.16,Parassala,30-40%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001010,PUTHENKADA,BJP,വിദ്യ. പി. എസ്,,,,40,G,3,-824,NDA,Grama,Ward,1373,2.91,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001007,IDICHAKKAPLAMOODU,CPI(M),സബൂറ ബീവി. ജെ,,,,526,G,1,121,LDF,Grama,Ward,1199,43.87,Parassala,40-50%,,100-199
THIRUVANANTHAPURAM,G01001,Parassala,G01001007,IDICHAKKAPLAMOODU,INC,ചിത്ര  .സി .വി,,,,405,G,2,-121,UDF,Grama,Ward,1199,33.78,Parassala,30-40%,,-100 to -199
THIRUVANANTHAPURAM,G01001,Parassala,G01001007,IDICHAKKAPLAMOODU,BJP,കൃഷ്ണപ്രിയ. വി,,,,268,G,3,-258,NDA,Grama,Ward,1199,22.35,Parassala,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001009,KARUMANOOR,IND,രാജൻ,,,,545,G,1,331,OTH,Grama,Ward,1037,52.56,Parassala,50-60%,,200-499
THIRUVANANTHAPURAM,G01001,Parassala,G01001009,KARUMANOOR,BJP,വിജികുമാര്‍. എസ്,,,,214,G,2,-331,NDA,Grama,Ward,1037,20.64,Parassala,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001009,KARUMANOOR,INC,ജോസ് .സി,,,,180,G,3,-365,UDF,Grama,Ward,1037,17.36,Parassala,10-20%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001009,KARUMANOOR,CPI,അശോക് കുമാർ,,,,98,G,4,-447,LDF,Grama,Ward,1037,9.45,Parassala,0-10%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001008,PAVATHIYANVILA,INC,പവതിയാൻവിള സുരേന്ദ്രൻ,,,,556,G,1,180,UDF,Grama,Ward,1310,42.44,Parassala,40-50%,,100-199
THIRUVANANTHAPURAM,G01001,Parassala,G01001008,PAVATHIYANVILA,CPI(M),ബിജു,,,,376,G,2,-180,LDF,Grama,Ward,1310,28.7,Parassala,20-30%,,-100 to -199
THIRUVANANTHAPURAM,G01001,Parassala,G01001008,PAVATHIYANVILA,BJP,ഷിജു .റ്റി,,,,291,G,3,-265,NDA,Grama,Ward,1310,22.21,Parassala,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001008,PAVATHIYANVILA,KC,കെ. രാജേഷ്,,,,63,G,4,-493,UDF,Grama,Ward,1310,4.81,Parassala,0-10%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001008,PAVATHIYANVILA,IND,സിദ്ദീഖ്. എച്ച്,,,,24,G,5,-532,OTH,Grama,Ward,1310,1.83,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001011,NEDUVANVILA,CPI(M),എച്ച്. ഗിരിജകുമാരി,,,,525,G,1,3,LDF,Grama,Ward,1105,47.51,Parassala,40-50%,,Jan-49
THIRUVANANTHAPURAM,G01001,Parassala,G01001011,NEDUVANVILA,INC,അമ്പിളി,,,,522,G,2,-3,UDF,Grama,Ward,1105,47.24,Parassala,40-50%,,-1 to -49
THIRUVANANTHAPURAM,G01001,Parassala,G01001011,NEDUVANVILA,BJP,സുധ,,,,58,G,3,-467,NDA,Grama,Ward,1105,5.25,Parassala,0-10%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001012,KODAVILAKOM,CPI(M),വിഷ്ണു. ആര്‍. വി,,,,687,G,1,405,LDF,Grama,Ward,1365,50.33,Parassala,50-60%,,200-499
THIRUVANANTHAPURAM,G01001,Parassala,G01001012,KODAVILAKOM,KC(M),ഹരികുമാര്‍. എസ്,,,,282,G,2,-405,LDF,Grama,Ward,1365,20.66,Parassala,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001012,KODAVILAKOM,BJP,വിജയേന്ദ്രന്‍. എം,,,,251,G,3,-436,NDA,Grama,Ward,1365,18.39,Parassala,10-20%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001012,KODAVILAKOM,INC,സതീഷ്​​കുമാർ,,,,145,G,4,-542,UDF,Grama,Ward,1365,10.62,Parassala,10-20%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001015,TOWN,BJP,രാജി. ജെ,,,,519,G,1,6,NDA,Grama,Ward,1288,40.3,Parassala,40-50%,,Jan-49
THIRUVANANTHAPURAM,G01001,Parassala,G01001015,TOWN,CPI(M),ജയ. ഇ,,,,513,G,2,-6,LDF,Grama,Ward,1288,39.83,Parassala,30-40%,,-1 to -49
THIRUVANANTHAPURAM,G01001,Parassala,G01001015,TOWN,INC,റീന. കെ. വി,,,,256,G,3,-263,UDF,Grama,Ward,1288,19.88,Parassala,10-20%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001013,MURYANKARA,INC,മെറ്റിൽഡ. ഇ. ജെ,,,,406,G,1,75,UDF,Grama,Ward,1113,36.48,Parassala,30-40%,,50-99
THIRUVANANTHAPURAM,G01001,Parassala,G01001013,MURYANKARA,IND,ശരണ്യ. ആർ,,,,331,G,2,-75,OTH,Grama,Ward,1113,29.74,Parassala,20-30%,,-50 to -99
THIRUVANANTHAPURAM,G01001,Parassala,G01001013,MURYANKARA,CPI,ഗിരിജ. ആർ. കെ,,,,261,G,3,-145,LDF,Grama,Ward,1113,23.45,Parassala,20-30%,,-100 to -199
THIRUVANANTHAPURAM,G01001,Parassala,G01001013,MURYANKARA,BJP,ശ്രീജ. ആർ,,,,115,G,4,-291,NDA,Grama,Ward,1113,10.33,Parassala,10-20%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001014,MULLUVILA,INC,അമ്പിളി,,,,710,G,1,242,UDF,Grama,Ward,1263,56.22,Parassala,50-60%,,200-499
THIRUVANANTHAPURAM,G01001,Parassala,G01001014,MULLUVILA,CPI(M),സുകുമാരി. ആർ,,,,468,G,2,-242,LDF,Grama,Ward,1263,37.05,Parassala,30-40%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001014,MULLUVILA,BJP,രാധിക. ആർ. എസ്,,,,85,G,3,-625,NDA,Grama,Ward,1263,6.73,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001016,NADUTHOTTAM,BJP,കുമാര്‍. റ്റി,,,,690,G,1,39,NDA,Grama,Ward,1641,42.05,Parassala,40-50%,,Jan-49
THIRUVANANTHAPURAM,G01001,Parassala,G01001016,NADUTHOTTAM,CPI(M),വര്‍ഗ്ഗീസ്. സി,,,,651,G,2,-39,LDF,Grama,Ward,1641,39.67,Parassala,30-40%,,-1 to -49
THIRUVANANTHAPURAM,G01001,Parassala,G01001016,NADUTHOTTAM,INC,അജിൻ റോയ്. ജി,,,,300,G,3,-390,UDF,Grama,Ward,1641,18.28,Parassala,10-20%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001019,VANNIACODE,INC,വിജിമോൾ. ജി. എം,,,,751,G,1,146,UDF,Grama,Ward,1430,52.52,Parassala,50-60%,,100-199
THIRUVANANTHAPURAM,G01001,Parassala,G01001019,VANNIACODE,CPI,സുജാത. ആർ,,,,605,G,2,-146,LDF,Grama,Ward,1430,42.31,Parassala,40-50%,,-100 to -199
THIRUVANANTHAPURAM,G01001,Parassala,G01001019,VANNIACODE,BJP,ദീപമോള്‍. വി,,,,74,G,3,-677,NDA,Grama,Ward,1430,5.17,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001018,AYINKAMAM,CPI(M),എസ്. അശോക് കുമാർ,,,,427,G,1,157,LDF,Grama,Ward,1212,35.23,Parassala,30-40%,,100-199
THIRUVANANTHAPURAM,G01001,Parassala,G01001018,AYINKAMAM,INC,മഹിളാകുമാരി,,,,270,G,2,-157,UDF,Grama,Ward,1212,22.28,Parassala,20-30%,,-100 to -199
THIRUVANANTHAPURAM,G01001,Parassala,G01001018,AYINKAMAM,BJP,നാഗേശ്വരൻ. വി. എൻ,,,,242,G,3,-185,NDA,Grama,Ward,1212,19.97,Parassala,10-20%,,-100 to -199
THIRUVANANTHAPURAM,G01001,Parassala,G01001018,AYINKAMAM,IND,നളിന കുമാർ,,,,191,G,4,-236,OTH,Grama,Ward,1212,15.76,Parassala,10-20%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001018,AYINKAMAM,IND,ശശികുമാർ,,,,68,G,5,-359,OTH,Grama,Ward,1212,5.61,Parassala,0-10%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001018,AYINKAMAM,IND,അജികുമാർ,,,,14,G,6,-413,OTH,Grama,Ward,1212,1.16,Parassala,0-10%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001017,INCHIVILA,IND,വിനു,,,,685,G,1,367,OTH,Grama,Ward,1598,42.87,Parassala,40-50%,,200-499
THIRUVANANTHAPURAM,G01001,Parassala,G01001017,INCHIVILA,CPI(M),മുഹമ്മദ് ജയലാനി,,,,318,G,2,-367,LDF,Grama,Ward,1598,19.9,Parassala,10-20%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001017,INCHIVILA,SDPI,മുഹമ്മദ് സിറാസ്,,,,283,G,3,-402,OTH,Grama,Ward,1598,17.71,Parassala,10-20%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001017,INCHIVILA,INC,എം. സെയ്ദലി,,,,275,G,4,-410,UDF,Grama,Ward,1598,17.21,Parassala,10-20%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001017,INCHIVILA,BJP,കൃഷ്ണന്‍. ആർ,,,,37,G,5,-648,NDA,Grama,Ward,1598,2.32,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001020,CHERUVARAKONAM,INC,ശാലിനി. ജി,,,,662,G,1,24,UDF,Grama,Ward,1380,47.97,Parassala,40-50%,,Jan-49
THIRUVANANTHAPURAM,G01001,Parassala,G01001020,CHERUVARAKONAM,CPI(M),ആഡലിന്‍ വസന്ത. വി. എസ്,,,,638,G,2,-24,LDF,Grama,Ward,1380,46.23,Parassala,40-50%,,-1 to -49
THIRUVANANTHAPURAM,G01001,Parassala,G01001020,CHERUVARAKONAM,AAP,വിനിത,,,,52,G,3,-610,OTH,Grama,Ward,1380,3.77,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001020,CHERUVARAKONAM,BJP,രതി. ജെ. നായർ,,,,28,G,4,-634,NDA,Grama,Ward,1380,2.03,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001021,MURIYATHOTTAM,CPI(M),എം. സുനിൽ,,,,870,G,1,685,LDF,Grama,Ward,1299,66.97,Parassala,60-70%,,500+
THIRUVANANTHAPURAM,G01001,Parassala,G01001021,MURIYATHOTTAM,INC,ബേബികുമാർ,,,,185,G,2,-685,UDF,Grama,Ward,1299,14.24,Parassala,10-20%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001021,MURIYATHOTTAM,BJP,ജി. ബിജുകുമാർ,,,,184,G,3,-686,NDA,Grama,Ward,1299,14.16,Parassala,10-20%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001021,MURIYATHOTTAM,KC,അജി. എ,,,,53,G,4,-817,UDF,Grama,Ward,1299,4.08,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001021,MURIYATHOTTAM,IND,ഡി. രാജൻ,,,,7,G,5,-863,OTH,Grama,Ward,1299,0.54,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001023,MELEKONAM,CPI,കെ. രാജി,,,,560,G,1,64,LDF,Grama,Ward,1302,43.01,Parassala,40-50%,,50-99
THIRUVANANTHAPURAM,G01001,Parassala,G01001023,MELEKONAM,INC,ഷീജാമണി,,,,496,G,2,-64,UDF,Grama,Ward,1302,38.1,Parassala,30-40%,,-50 to -99
THIRUVANANTHAPURAM,G01001,Parassala,G01001023,MELEKONAM,BJP,മഞ്ചു. ജി,,,,246,G,3,-314,NDA,Grama,Ward,1302,18.89,Parassala,10-20%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001024,PONNAMKULAM,INC,സുനില്‍കുമാർ,,,,868,G,1,480,UDF,Grama,Ward,1323,65.61,Parassala,60-70%,,200-499
THIRUVANANTHAPURAM,G01001,Parassala,G01001024,PONNAMKULAM,CPI(M),മധു. കെ,,,,388,G,2,-480,LDF,Grama,Ward,1323,29.33,Parassala,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01001,Parassala,G01001024,PONNAMKULAM,BJP,ആനന്ദകുമാരി. എം,,,,67,G,3,-801,NDA,Grama,Ward,1323,5.06,Parassala,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01001,Parassala,G01001022,KEEZHATHOTTAM,INC,താര. എസ്,,,,675,G,1,188,UDF,Grama,Ward,1504,44.88,Parassala,40-50%,,100-199
THIRUVANANTHAPURAM,G01001,Parassala,G01001022,KEEZHATHOTTAM,CPI(M),എസ്. സുരേഷ്,,,,487,G,2,-188,LDF,Grama,Ward,1504,32.38,Parassala,30-40%,,-100 to -199
THIRUVANANTHAPURAM,G01001,Parassala,G01001022,KEEZHATHOTTAM,BJP,നാഗരാജന്‍. സി. ആർ. പി,,,,342,G,3,-333,NDA,Grama,Ward,1504,22.74,Parassala,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002001,PLAMOOTUKADA,RJD,സുരേഷ് ജി,,,,668,G,1,316,LDF,Grama,Ward,1051,63.56,Neyyattinkara,60-70%,,200-499
THIRUVANANTHAPURAM,G01002,Karode,G01002001,PLAMOOTUKADA,INC,സാൻജോ എസ് എം,,,,352,G,2,-316,UDF,Grama,Ward,1051,33.49,Neyyattinkara,30-40%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002001,PLAMOOTUKADA,BJP,വിഷ്ണു യു എസ്,,,,31,G,3,-637,NDA,Grama,Ward,1051,2.95,Neyyattinkara,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01002,Karode,G01002002,POTTAYILKADA,IND,രമേഷ് ബി എസ്,,,,592,G,1,260,OTH,Grama,Ward,1254,47.21,Neyyattinkara,40-50%,,200-499
THIRUVANANTHAPURAM,G01002,Karode,G01002002,POTTAYILKADA,INC,ഇന്ദിര,,,,332,G,2,-260,UDF,Grama,Ward,1254,26.48,Neyyattinkara,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002002,POTTAYILKADA,CPI(M),കെ റ്റി സെല്‍വരാജ്,,,,259,G,3,-333,LDF,Grama,Ward,1254,20.65,Neyyattinkara,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002002,POTTAYILKADA,BJP,ഷിബുകുമാർ,,,,71,G,4,-521,NDA,Grama,Ward,1254,5.66,Neyyattinkara,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01002,Karode,G01002006,CHENKAVILA,CPI(M),സൗമ്യ ഉദയൻ,,,,440,G,1,113,LDF,Grama,Ward,906,48.57,Neyyattinkara,40-50%,,100-199
THIRUVANANTHAPURAM,G01002,Karode,G01002006,CHENKAVILA,INC,ഷൈലജ ( പപ്പ ),,,,327,G,2,-113,UDF,Grama,Ward,906,36.09,Neyyattinkara,30-40%,,-100 to -199
THIRUVANANTHAPURAM,G01002,Karode,G01002006,CHENKAVILA,BJP,ദിവ്യ കുമാർ,,,,139,G,3,-301,NDA,Grama,Ward,906,15.34,Neyyattinkara,10-20%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002003,AYIRA,INC,അയിര ബിന്ദു റോബിൻസൺ,,,,585,G,1,86,UDF,Grama,Ward,1479,39.55,Neyyattinkara,30-40%,,50-99
THIRUVANANTHAPURAM,G01002,Karode,G01002003,AYIRA,BJP,കാന്തള്ളൂർ സജി,,,,499,G,2,-86,NDA,Grama,Ward,1479,33.74,Neyyattinkara,30-40%,,-50 to -99
THIRUVANANTHAPURAM,G01002,Karode,G01002003,AYIRA,CPI(M),തുളസി അനിൽ,,,,395,G,3,-190,LDF,Grama,Ward,1479,26.71,Neyyattinkara,20-30%,,-100 to -199
THIRUVANANTHAPURAM,G01002,Karode,G01002005,MANCHAMKUZHI,BJP,കാന്തള്ളൂർ സുധ ടീച്ചർ,,,,452,G,1,76,NDA,Grama,Ward,1185,38.14,Neyyattinkara,30-40%,,50-99
THIRUVANANTHAPURAM,G01002,Karode,G01002005,MANCHAMKUZHI,CPI,ഇ ചന്ദ്രിക,,,,376,G,2,-76,LDF,Grama,Ward,1185,31.73,Neyyattinkara,30-40%,,-50 to -99
THIRUVANANTHAPURAM,G01002,Karode,G01002005,MANCHAMKUZHI,INC,ഷൈനി ഷാജി,,,,330,G,3,-122,UDF,Grama,Ward,1185,27.85,Neyyattinkara,20-30%,,-100 to -199
THIRUVANANTHAPURAM,G01002,Karode,G01002005,MANCHAMKUZHI,IND,ശാലിനി സുരേഷ്,,,,27,G,4,-425,OTH,Grama,Ward,1185,2.28,Neyyattinkara,0-10%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002004,VADOORKONAM,INC,അനു എന്‍ എൽ,,,,755,G,1,331,UDF,Grama,Ward,1208,62.5,Neyyattinkara,60-70%,,200-499
THIRUVANANTHAPURAM,G01002,Karode,G01002004,VADOORKONAM,CPI,പ്രശാന്ത് എല്‍ റ്റി,,,,424,G,2,-331,LDF,Grama,Ward,1208,35.1,Neyyattinkara,30-40%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002004,VADOORKONAM,BJP,മനോജ് എം എസ്,,,,23,G,3,-732,NDA,Grama,Ward,1208,1.9,Neyyattinkara,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01002,Karode,G01002004,VADOORKONAM,AAP,ജ്ഞാനമണി എൻ,,,,6,G,4,-749,OTH,Grama,Ward,1208,0.5,Neyyattinkara,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01002,Karode,G01002007,AMBILIKONAM,INC,ആഗ്നസ്,,,,865,G,1,489,UDF,Grama,Ward,1255,68.92,Neyyattinkara,60-70%,,200-499
THIRUVANANTHAPURAM,G01002,Karode,G01002007,AMBILIKONAM,CPI(M),പുഷ്പരാജ്,,,,376,G,2,-489,LDF,Grama,Ward,1255,29.96,Neyyattinkara,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002007,AMBILIKONAM,IND,റ്റി സജികുമാർ,,,,14,G,3,-851,OTH,Grama,Ward,1255,1.12,Neyyattinkara,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01002,Karode,G01002008,KANTHALLOOR,CPI(M),ബിബിന്‍ ജോസ് ജെ,,,,670,G,1,355,LDF,Grama,Ward,1156,57.96,Neyyattinkara,50-60%,,200-499
THIRUVANANTHAPURAM,G01002,Karode,G01002008,KANTHALLOOR,INC,ബിനു,,,,315,G,2,-355,UDF,Grama,Ward,1156,27.25,Neyyattinkara,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002008,KANTHALLOOR,BJP,വിഷ്ണു,,,,108,G,3,-562,NDA,Grama,Ward,1156,9.34,Neyyattinkara,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01002,Karode,G01002008,KANTHALLOOR,IND,ക്രിസ്തുദാസ് റ്റി,,,,63,G,4,-607,OTH,Grama,Ward,1156,5.45,Neyyattinkara,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01002,Karode,G01002010,KARODE,INC,അജിത സി ആർ,,,,635,G,1,267,UDF,Grama,Ward,1118,56.8,Neyyattinkara,50-60%,,200-499
THIRUVANANTHAPURAM,G01002,Karode,G01002010,KARODE,BJP,പി ബിന്ദു,,,,368,G,2,-267,NDA,Grama,Ward,1118,32.92,Neyyattinkara,30-40%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002010,KARODE,RJD,അനിത കൃഷ്ണൻ ഒ,,,,115,G,3,-520,LDF,Grama,Ward,1118,10.29,Neyyattinkara,10-20%,,-500 or less
THIRUVANANTHAPURAM,G01002,Karode,G01002009,MARADY,BJP,അശ്വതി പ്രമോദ്,,,,612,G,1,289,NDA,Grama,Ward,1240,49.35,Neyyattinkara,40-50%,,200-499
THIRUVANANTHAPURAM,G01002,Karode,G01002009,MARADY,IND,ഷിജി സുനിൽ,,,,323,G,2,-289,OTH,Grama,Ward,1240,26.05,Neyyattinkara,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002009,MARADY,INC,ബ്യൂല ജി,,,,297,G,3,-315,UDF,Grama,Ward,1240,23.95,Neyyattinkara,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002009,MARADY,IND,അബീഷരാജ്  വി ജെ,,,,8,G,4,-604,OTH,Grama,Ward,1240,0.65,Neyyattinkara,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01002,Karode,G01002011,KUZHINJAM VILA,IND,എ അജീഷ്,,,,596,G,1,152,OTH,Grama,Ward,1059,56.28,Neyyattinkara,50-60%,,100-199
THIRUVANANTHAPURAM,G01002,Karode,G01002011,KUZHINJAM VILA,INC,ഈബന്‍സ്  പി,,,,444,G,2,-152,UDF,Grama,Ward,1059,41.93,Neyyattinkara,40-50%,,-100 to -199
THIRUVANANTHAPURAM,G01002,Karode,G01002011,KUZHINJAM VILA,BJP,ജയകുമാർ,,,,19,G,3,-577,NDA,Grama,Ward,1059,1.79,Neyyattinkara,0-10%,,-500 or less
THIRUVANANTHAPURAM,G01002,Karode,G01002013,AMBANAVILA,INC,റാണി,,,,680,G,1,424,UDF,Grama,Ward,1108,61.37,Neyyattinkara,60-70%,,200-499
THIRUVANANTHAPURAM,G01002,Karode,G01002013,AMBANAVILA,CPI,റ്റി ജി വീണ,,,,256,G,2,-424,LDF,Grama,Ward,1108,23.1,Neyyattinkara,20-30%,,-200 to -499
THIRUVANANTHAPURAM,G01002,Karode,G01002013,AMBANAVILA,BJP,സജിത എസ്,,,,172,G,3,-508,NDA,Grama,Ward,1108,15.52,Neyyattinkara,10-20%,,-500 or less
THIRUVANANTHAPURAM,G01002,Karode,G01002014,KUNNIYODE,INC,മഞ്ജുഷ എൽ,,,,573,G,1,188,UDF,Grama,Ward,1250,45.84,Neyyattinkara,40-50%,,100-199
THIRUVANANTHAPURAM,G01002,Karode,G01002014,KUNNIYODE,CPI,സുജി വി,,,,385,G,2,-188,LDF,Grama,Ward,1250,30.8,Neyyattinkara,30-40%,,-100 to -199
